name:ID(Author)
Hisataka Yasutomo
Sio-Hang Pun
Teresa Chambel
Lydia Lawand
Guilherme de Azevedo e Melo
M. Cerdeira-Corujo
Li-Fang Chen
Abdullah M. Iliyasu
Satyabrata Aich
Kaijun Lin
Rachel Zizza
Bo Yuan
Nick P. Papanikolaou
Ido Aharon Iurgel
Tassadaq Hussain
Atta ul Quddus
Di Wu 0021
M. S. Massoudi
Lutfi Hakim
Jonas Schulz
Aswad Adib
Vibhutesh Kumar Singh
Xiangtao Li
Thomas Smith 0001
Hao Lei
Fernando Las-Heras
Mohammed Jama
Eduard Clotet
Thomas Brox
Yong Liu 0009
Jianzhou Chen
Fangpu He
Xiaoyan Xiao
Simon Lawes
Tommaso Dattoma
Higinio Ramos
Ran Liu
Katarzyna Rzeplinska-Rykala
Jose Carlos Melo Vieira
Saeid Alikhani
Lina Tang
Manoranjan Rai Bharti
Jin-Ho Lee
Luis Ceze
Nicholas F. Polys
Karolina Bezerra
Yan Hu
Mehmet Aktas
Lian Liu
Maryam Najafian
Jung-Hee Lee
Brigitte Chebel-Morello
Peilin He
Chandra Sekhar Vorugunti
Sangdeok Park
Youn Jung Lee
Hangyu Fan
Chaowei Yuan
Khaled Ahmeda
Walter Simson
Catherine Truchan
Andrea Cuella-Martin
Masafumi Goseki
James A. Silas
Duo Liu
Nagender K. Suryadevara
Yan Lei
Raisa O. C. Hirafuji
Carles Garrigues
Jefferson A. Chung
Suman Bhowmik
Nuh Aydin
Chris Hadri Wkram
Alex Karagrigoriou
Sepideh Karimi
Ari Hulkkonen
Pascal Bigras
Yeon-Ho Jeong
Qiuming Liu
Zhaoyu Gu
Marijan Martinovic
Lin Zhao 0001
Sang-Ho Yun
Jieke Yao
Michael C. Kreissl
Rajaram Tukaram Ugale
D. N. Sonawane
Rongbo Zhu
Zhi Li 0039
Byungkyu Ahn
Mingqiang Wang
Hong Guo
Kevin Roche
Vasile Palade
Dong Yue
Hania Al Saddik
Wenle Bai
Carlos Henggeler Antunes
Kerry R. Love
Ankit Saroj
Antti Pinomaa
Yong Li
Ana M. Llor
Nor Kamariah Noordin
Jun Pan 0001
P. Zlámal
Songsong Xiong
Chang Kwon Moon
Petr Hlubina
Rui Yang 0009
Jean H. French
Yitao Liu
Emil Kurvinen
Mohammad Haseeb Zafar
A. Eduardo Dias
Lu Zhang
Jianhong Xu
Carlos Henrique De Aguiar
Po-Hao Wang
Pagavathigounder Balasubramaniam
Jiageng Chen
Aaron Smallwood
A. Enis Çetin
Yael Edan
Ya-Shu Liu
Carolynne Lord
Oded Goldreich 0001
Zhiguo Wan
Carlos Balaguer
Weiwu Chen
Dengyun Wu
Xingji Li
Kai-Min Chung
Payel Ganguly
Emna Amouri
Alexander Popugaev
Danilo Pirola
Ubon Ketnork
Jun Lee
Chenjing Feng
Qichuan Ding
Yousuke Watanabe
Yu-Cing Liou
Luis Daniel Lledó
Zied Ben Othmane
Tobias Kraus
Vincent K. N. Lau
Lorenzo Addazi
Zhijian Fang
Tianxiao Song
Quan Liu
Sheng-Long Hu
Michael Zillich
Carlos Martínez
Colin Boyd
Xiang Huang 0003
Sebastián Dormido-Canto
Xiao-Yi Li
Jengyi Yu
Didier Colle
Youngtae Jo
Xiaoxin Cui
Tom Vierjahn
Jia Xu
Lakshmi Narayana Suvarapu
Radu Carpa
Peng Zhu
Abdelrhaman Abashar
David Berend
Somayeh Koohborfardhaghighi
Vijay K. Devabhaktuni
Fugang Chao
Aitor Lopez-Aldaba
Jane Yung-jen Hsu
Fabian Immler
Shekh Emran
Yaoming Li
Myeong-jin Lee
Gustavo Fraidenraich
Andrew Stranieri
Sipin Nie
Matteo Fiorarli
Dong Han Kim
Jincheng Li
Jiyuan Hu
Xingquan Li
Amjed Sid Ahmed Mohamed Sid Ahmed
Sangshin Kwak
Sophia R.-J. Jang
Hao-Yu Wang
Mujeeb ur Rehman
Sam Alex
Robert S. Allison
Masashi Miura
Daihee Park
Qiu Xiaona
Jandro L. Abot
Zhaofeng Chen
Felipe Donoso
Annakaisa Kultima
Jie Song 0001
Jason B. Ernst
Dong-Wook Jung
Zilong Deng
Fakhar Ullah Mangla
Zuoen Wang
Morteza Aghaei
John Sören Pettersson
Lijun Cai
Rendan Shi
Ko-Wen Jwo
Cedric Dehos
Mario Bermudez
Yoshinori Hotta
Tatiana Silva de Alencar
Jerzy K. Kowalski
Fang-Wei Fu
Dmitry Bankov
Leila Ghorbel
Achuta Kadambi
Andrea Zanella
Paul S. Hauser
Lucia Billeci
Miroslav Fikar
Michal Gorawski
Christoph Luckner
Ruohai Di
Hong-Tao Ye
Tao Xu 0005
Hyunae Lee
Huifeng Li
Wissam Siblini
Chengtao Cai
Daniel K. C. So
Timothy Bretl
Scott Bateman
Alexandr Andoni
Larissa Nicholls
Guowei Jiang
Alireza Abasian
Ahmed Amari
Kaile Su
Xinhua Cao
Chuanlin Chen
Ewald F. Fuchs
Lorenzo Guerrieri
Cheng-Yu Tang
Shanhong Xia
Michael Hofbaur
Salisu M. Garba
Sudhirkumar Shinde
Jing Wu 0002
Jason Woodworth
Rogério da Silva Marques
Dan Wu
Guangshi Lyu
Gulamfaruk N. Surya
Hongyuan Shi
Junkai Ji
Juan Andrade-Cetto
Francesco Aggogeri
Valerio Tramutoli
Hui Zuo
Ashok Kumar Turuk
Baoping Tang
Jiming Lu
Antonio Mana
Guoyong Ye
Ulrich Muller
Kaiyue Wang
D. Michael Franklin
Yuriko Nakai
Joaquin Aparicio
Michel R. Miyazaki
Masutaka Furue
Wei Xu 0001
Shouyi Yin
Maqbool Ali
Joaquim Dantas
Martin Valtierra-Rodriguez
Russell P. Kraft
Pradipta Biswas
Carlos Galdamez
Jorge Santolaria
Haiyang Yu
Hiroshi Fujimoto
Roman Kosenko
James Geller
Bing Li 0006
Rocael Hernández Rizzardini
Bo Chen 0007
Males Tomlinson
Yingjun Pan
Jiwan Han
Anastasios Oulis Rousis
Sarmistha Neogy
Venkat Nag Someswar Rao Jakka
Nitin Dhar
Kejun Wang
Soud Nassir
Zhi-Hong Mao
Jonathan Rodriguez 0001
Min Wu 0002
Mohammed Atiquzzaman
Shantha Fernando
Valentina Nisi
Sergey V. Alexandrov
Alexander G. Mirnig
Mei Chen
Surabhi S. Nath
Kazuhisa Yanaka
Sebastiaan Steensels
Bryan P. Tripp
Srikanth Kaka
Saurav Gupta
Ju-Seong Kim
Toshiya Kaihara
Shay Bahramirad
Lakhwinder Kaur
Tomasz Stobiecki
Oleg N. Granichin
Maria Håkansson
Muhammad Zubair Aslam
Xinhua Yang
Klaus Meyer-Wegener
Steven J. Duffy
Xia Chen 0003
Brian B. Barnes
Christian Rankl
Vijay Gadepally
Baochang Zhang
Jae Kang Lee
Ralph R. Martin
Vincas Tamosiunas
Shamim Ahmed
Zeyu Ma
Lei Zhang 0058
Shang-Chun Chen
Arne Rönnau
José Luis Espinosa-Aranda
Michael Greenleaf
Chee Leong Teo
Rongrong Wang
Hengwei Yu
Seong Ik Han
Zhijing Yang
Pu Huang
Dilip Singh Sisodia
Ali H. Muqaibel
Xuefeng Jiang
Hyosin Kim
Jaewook Kim
Damien Kinet
Lapo Governi
Demercil de Souza Oliveira
Ethan Hunter
Saiyi Li
Yanbo Wang
Jaime Martínez-Castillo
Chinmoy Kundu
Habibullah Amin Chowdhury
Higinio Mora Mora
Syed Azkar Ul Hasan
Dorota Temple
Ke-Horng Chen
Oumar Alassane Barro
Lei Gao
Jian Wang
Sérgio D. Correia
Dong Seok Kim
Luca Rigazzi
Gina Sprint
Shoaib Ahmed Siddiqui
S. B. Singh
Asmarani Ahmad Puzi
Emma Yann Zhang
Hedley J. Hansen
Jianhua Li
Y. Hong
Stefan Maierhofer
Yue Han
Fabio Bovenga
Quazi K. Hassan
María José Bañuls
Younès Messaddeq
Jing Tian
Hua Jin
Chandrasekhara Bharath Panathula
Zhi-biao Shao
Michael Fernando
Daniel N. Aloi
Shaoe Lin
Vahid Behzadan
Alexey Lobok
Rocío M. Casablanca
Ding Wang 0001
Christoph-Alexander Holst
Anas Bushnag
Jiamin Wu
Xiangwei Xing
Nik Rumzi Nik Idris
Kou-Hua Chen
Makoto Nagata
Gamal Refai-Ahmed
Johann C. Dauer
Yingfei Sun
Juan A. Besada
Lim Kar Keng
Sean C. Warren
Chun-Da Tu
Arif Khan
Alan Shaw
Yibin Hou
Rajat Mittal
Lin Hou
Yueshun He
Liqun Cao
Eui-Nam Huh
Ji Wu
Karol Kalna
Xiuqin Wei
Kenneth Salem
Alexey Platunov
Dani Juricic
Aintzane Armentia
Nuutti Tervo
Xiue Gao
Michael H. Azarian
Pierluigi Caramia
Mohd Nizam Husen
Xiao Shen
Eduardo Burguete
Jian Ding
Salvatore Filippo Di Gennaro
Frede Blaabjerg
Raghuram Krishnamurthy
Sixian Chan
Xinmin Wang
Jin-Ling Lin
Leire Roa Barco
Chuangbo Hao
Tieli Sun
Xiangpeng Zhuang
André Andreoli
Jack Shen-Kuen Chang
Elke Beck
Sizhong Chen
Andrés Cuenca
George Spanoudakis
Bruce Johnson
Shunsuke Ikegaya
J. Watson
Yongheng Yang
Willibroad Gabila Buma
Zhenhai Liu
Ioannis Hatzilygeroudis
Joachim Hermsdörfer
Cheng-Yan Chuang
Ville Kankainen
Glenn Ergeerts
María Isabel Milanés-Montero
Gerd Moeckl
Ana Veloso
Ibrahim Abaker Targio Hashem
Shuifeng Yan
Juan Pedro Fernández-Palacios
Javier Marco
Jan P. Allebach
Simone Gianfranceschi
Huizilopoztli Luna-García
Jing Wang 0005
John K. Wickiser
Gerhard P. Hancke 0002
Adilson Ribeiro Prado
Kai Liu
Hengtai Chang
Vlad Stefan Barbu
Alexandrina Rogozan
Hao Yin
Alexandros Markopoulos
Evangelos A. Kosmatos
Aniello Falco
Tomoko Matsui
Andres Cao
Wenxia Cui
Xiaowen Yan
Glenn Healey
Xiaofan Bao
Ryuichi Kosaka
Claudia Gómez Santillán
Yongqing Wei
Fabio Pareschi
Luca Papini
Christos H. Papadimitriou
Francesco Giordano
Víctor Vives-Boix
Walayat Hussain
Chih-Yen Wang
Gert Tamberg
Mariano Gallo
Davide Brunelli
Luigi Pontieri
Simon Armour
Muhammad Arif
Kam K. Leang
Søren Molin
Georges Dubourg
Saif Dewan
Qing-Ling Yang
Malcolm D. McCulloch
Asit Chakraborti
Yoshinari Kamakura
Andrea Passaglia
Osama S. Saadeh
Jun Zhao
Enrique Dorronzoro
Santanu Kumar Pradhan
Fatos Xhafa
Liangshuang Lv
Cagil R. Ozansoy
Leonor Calvo
Michael Zheng
Melanie Baljko
Mignon Park
Manuel Castillo-Cara
Halit Orhan
Tzung-Pei Hong
Chuanxi Li
Rafael Umino Nakanishi
Kaifei He
Hugo Folgado
Weifang Zhang
Marko Niemimaa
Izuru Kume
Stephen J. McKenna
Pedro D. F. Correia
Ping Song
Diogo Varajao
Joan Ramón Rosell Polo
Beomsik Bae
Jason L. Stienmetz
Wenzhe Su
Manfeng Dou
Moushumi Sen
David J. Zielinski
Marek Amanowicz
Frank Weichert
Dan Hawkins
Binghui Jia
Ludovico Ortombina
Yongkai Huo
M. B. Erdemli
Kunwoo Park
Ruiqi Sun
Kevin P. Schneider
Shinji Sumimoto
Lei Chen
Hua Feng
Jae-Hyun Park
Yanwen Jiang
Frédéric Grognard
Mohamed Elkourdi
Erhan Ekmekcioglu
Min Wang 0003
Shang-Yi Wu
Satoshi Ohzahata
Ibrahim Gaidan
Pingyuan Zhang
Ken Chen
Young Woo Park
Stefan Balint
Xinyu Zhou
Tao Li 0019
Piero Toscano
Lorenzo Castelli
Zofia Sokolowska
Yuebo Zha
Aghiad Khadour
Kasper Vinther
Wolfgang Stürzlinger
Silverio Bolognani
Yuan Cao 0003
Lijun Gao
Xingbin Liu
Jin Jin 0002
Luis I. Minchala
Jordi Llorens
Hayssam Dahrouj
Rafael Bidarra
Franz Vock
Munal Patel
Baotong Chen
Constantinos Patsakis
Xinan Zhang
Dominique Rebière
Keenal M. Shah
Woohyun Shim
Umair Ullah Tariq
Han Xie
Mohammad I. Daoud
Maliha Amjad
Staffan Norrga
Jared Alan Frank
Peng Li 0019
Itziar Cabanes
Ala&apos;aldeen Al-Halhouli
Chu-Pang Tsao
Pan Wei
Omer Narmanlioglu
Tatyana Ogay
Denys Makarov
Bo Luo
Pedro B. Pascoal
Haibo He
Akbar Alipour
Gerd Wessolek
Hongbo Ma
Zhonghua Zhang
Jiayuan Wang
Zahid Akhtar
Ranabir Saha
Jeffrey M. Manthorpe
Syed Umar Amin
Tomomichi Hayakawa
Guo Liu
Fausto Mourato
Oliver Korn
Rajdeep Bondade
José Andrés Asensio
Radhwan M. Abduallah
Christophe Fumeaux
Boleslaw Z. Kacewicz
Stefan Schwarz
Ersin Yumer
Evangelos Vlachos
Yonglin Cao
Limin Guo
Chinthaka P. Gooneratne
Mathias Tientcheu Yamdeu
Jinsong Gui
Kweh Yeah Lun
Maoling Yan
Marco Minutoli
Achilles Tripolitsiotis
Luciana W. da Silva
Jose Luis Outón
Wook-Yeon Hwang
Haizhou Xu
Zhiwei Zhou
Rahul Santhanam
Konstantinos Batsos
Christopher C. Pagano
Sergio Vazquez
Keda Wang
Hideyuki Hirata
Evan A. Suma
Francisco Montero de Espinosa
Yosuke Kurihara
Lingyun Zhou
Hans-Jürgen Zepernick
Remus Teodorescu
D. Samaras
Praveen Kumar Singya
Aleksandra Swietlicka
Lauren D. Field
A. Azuara
Kenneth W. Barlee
Bantita Treepong
Bin Liang 0001
Qiang Gao
Simone de Lima Martins
Susanne Forster
Ercan Atam
Hasliza A. Rahim
Nikola Kasabov
Charalampos Orfanidis
Fan Yang 0005
Sarmad Hussain
Guifang Wu
Hyanghee Park
Josep Balcells
Arantxa Uranga
Helmi Wasoh
Huixia Luo
Makoto Okada
Osama A. Mohammed
Yangjie Sun
Miguel-Angel Luque-Nieto
Peidong Liu
Haiguang Liu
Mélissa Rossi
Hyerin Song
Martine Lienard
Cheng-Tsung Lu
Ser-Nam Lim
Angel Alvaro Sanchez
Jaime Santoyo Salazar
Robson B. Gonzatti
Steven Gao
Yu-Chu Tian
Yidong Lou
Myung Chan Gye
Scott Wight
Aditya Vishwanath
James V. Krogmeier
Yan-Kuin Su
JeeWoong Park
Shibashis Bhowmik
Yue Wu 0004
Diana Dudziak
Cliff Stein
Xiao-Liang Dong
Loïc Bonneval
Donghoon Shin
Shulamith Gross
Mari Ostendorf
Jan Bacik
Boyang Li
Evangelyn C. Alocilja
Juan Carlos Bravo
Inhee Lee
Robyn Taylor
Hanyu Deng
Barry Doyle
Baojin Ding
Julien Provost
Claudio Demartini
Mohammad Rashed Iqbal Faruque
Aji P. Mathew
José Luis Ayala Rodrigo
Thomas Preuss
Chengcheng Ren
Zbigniew Kopertowski
Fadhel M. Ghannouchi
Maria Adam
Nicoló Boni
Alexander Macintosh
Han-Joon Kim
Hongbing Cheng
Jihun Jang
Rainer Bader
Thomas Ludwig 0005
Melanie Volkamer
Long Bao Le
Sunit Kumar Nandi
Stefano Nuzzo
Qianzhou Du
E. Ahmed
Ning Ruan
Emanuel S. Grant
Denis Caromel
Choonggeun Song
Bianca Falcidieno
Haiyang Hao
Adam Bielski
Hongbo Yu
Aditya Joshi
Bernat Mir
Shih-Ken Chen
Xiaodong Yang 0004
Daniel Greenheck
Qinglai Wei
Michael Grubmuller
Santhisagar Vaddiraju
Kicheon Hong
Ilkka Laakso
Francisco Pérez-Hidalgo
Ahmet Uyar
Georgios Mylonas
Yugen Yi
Alexandra Perebikovsky
Martin Baca
Takayuki Hoshi
Gene Zhang
Arunprabhu Kandasamy
Zhiyuan Fan
Manuel de Jesús Nandayapa Alfaro
Hung-Fei Kuo
Edward Curry
Sergei Kolesnik
Pietro Cerone
Zeynab Mousavi Khamene
Jun Zhang 0003
Arnab Nandi 0001
Vito C. Fernicola
Jian Qi
Alicia Rodriguez-Carrion
Shaoxing Hu
Haiqiang Liu
Lei Li 0007
Yongcheng Li
Eddy Caron
Farkhund Iqbal
Jeni Paay
Jorge Villagra
Rosziati Ibrahim
Rongpeng Li
Mario J. Meco-Gutierrez
Michael D. Topal
Han Hai
Daniela D&apos;Auria
Ying Deng
José M. Canino-Rodríguez
Salem Salem
Jian Guo
Anoj Subedi
Fernando Barrera
Ning Hu
Seungwoo Seo
Antti Oulasvirta
Ahmed Malki
Virginie Blondeau-Patissier
Yunho Han
Larry M. Arjomandi
Mehmet Karamanoglu
Lin Xiao
Kumail Khurram
Alberto Rodriguez-Alonso
Kristel Fobelets
Alexandre C. Fontinele
Min Jin
Nesrine Kaaniche
Jorge Figueroa-Cecco
Li Peng 0004
Jing Cheng
Yoo Sang Choo
Nina F. Thornhill
Ismo Rakkolainen
Ammar I. Kubba
Thanh Cuong Nguyen
Soo-Hyung Kim
Byron Boots
Hongming Zhang
Jun Hu 0004
Rüstem Keçili
Sentang Wu
Li-Ming Cai
Qinke Peng
David B. Smith 0001
Matthew Bihis
Mika Oki
Yutao Sui
Matthias Mattelaer
Huanrui Yang
Andrey Garnaev
Claudio Bianchini
Jun Shen
Shihong Ding
Jiandong Tian
Iickho Song
Sebastian Suder
Fadi Jaber
Geunbae Lim
Guilherme Dutra
Kejiang Xiao
Olga Gadyatskaya
Mikael Detalle
Jesús García Herrero
Cheng Zhou
Drago Dolinar
Radovan Hájovský
Luciana P. Nedel
Joël Agnus
Jussi Lehtonen
Qimin Xu
Jesse Weaver
Se-woon Choe
Vijaya Yajnanarayana
Rosario Arjona
Xiuwan Chen
Lei Liu 0009
Jesús Antonio Puente Fernández
Nenad S. Jovicic
Jiandong Wu
Wenqian Shang
Jaap H. van Dieën
Sukhan Yoon
Miguel Ángel Marco Buzunáriz
Zhiguo Ding
Jun Huang 0002
Judith A. Redi
David H. Laidlaw
Xuhui Chen
Kazuya Murao
Hilmi Volkan Demir
Yan Kou
Qing-Xian Jia
Jie Gan
Anna Wang
Tzu-Chen Yen
Junyu Liu
Alberto Tenconi
Evangelos Kalogerakis
Shih-Ching Chen
Kenshi Yoshimura
Shashi Jain
Irena Spasic
Andrew G. Dempster
Frank MacCrory
Noor Ul Amin
Angel Palomares-Caballero
M. Zembra
Elham Hadadiyan
Behzad Moshiri
Katsuya Suto
Lei Deng
Francesca De Filippi
Yicheng Chen 0002
Mohammad Ramezani Delshad
Francesco Scaglione
Qiannan Zhou
Maciej Podsiadlo
Maumita Chakraborty
Mohamed Sharaf
Saqib Iqbal
Mingyang Gong
Yangwoo Kim
Mohit Jain
Baharin Bin Ahmad
Liwei Lin
Jun Hur
Yi Hong 0001
Kevin K. Yum
Yunhai Fu
Matthew Davis
Daniel Graves
Takeshi Yoshimura
Abdulla Al-Kaff
Minghao Wang
Valentina Arima
Ruikun Mai
Chang Wang
Marc Ericson C. Santos
Denis Dutoit
Yoan LeChasseur
Milos Nedeljkovic
Ernst Kruijff
Yawar Abbas Bangash
Uday Trivedi
Óscar Fresnedo
Alireza Khalilian 0002
Jonathan Taylor
Wen-Qin Wang
Xiaonan Zhao
Yinshui Xia
Sergiu I. Balan
Gautam Singh
Waddah A. M. A.
Gary Allwood
PengJun Yao
Kraisak Kesorn
Andrew W. Cross
Jung-Hyun Choi
Rafael Stubs Parpinelli
Ahmed Chaibet
Jorge Goncalves
Jeroen Lammertyn
Eric D. Ragan
Amit Bhaya
Zhuolin Wang
Ruixiang Zheng
Wenbo Yang
Muhammad Saad Rafaq
Lixin Xu
Yoosoo Jeong
Tae-Sung Jung
Henrik Aanaes
Jianhe Yuan
Bach Phi Duong
Zhixiang Hao
Sanjeev Kumar Sharma
Juntao Chen
Max Kreminski
Svetlana V. Avtaeva
Haji Rahman
Sabina Drewniak
Fuping Wang
Modestos Stavrakis
R. Pérez Álvarez
Lisi Tian
Gregory Blanc
Marco A. Dalla Costa
Saber Fallah
Xiguang Wang
Ka Wai Cheung
Thiago de Oliveira Alves Rocha
Hameed Al-Mishmish
Kohei Nitta
Symeon Papadopoulos
Russell H. Taylor
Pericle Zanchetta
Jude C. Anike
Piotr Majtczak
Yunyun Chen
Sang Geun Hahn
Won Hee Kim
Robert Liechty
Aili Sun
Munagala Surya Kalavathi
Niels de Vreede
Hidehiko Okubo
Gerd Bruder
Sally E. Day
Yongmin Yang
Roseli de Deus Lopes
Malek Ghanes
Georgios Fortetsanakis
Chaopeng Li
Jin-Xu Xu
Sourav Chatterjee
Takahiro Matsumura
Hui Gao
Ed H. Chi
Binanda Sengupta
Matthias Stursberg
Gilson Yukio Sato
Elisa Adirosi
Rami Belkaroui
Pierre Gérard
Jinqiang Du
Yen-Sheng Huang
Shuda Li
Domenico M. Cavallo
David Gualda
Xinshu Ye
Changjiang Liu
Xiaoyong Yu
Ignacio Lope
Yongan Huang
Tamara Seybold
Sergio Lucia
Majjed Al-Qatf
Seyed Reza Mousavi-Aghdam
Moirangthem R. Singh
Haiyan Lu
Kaiying Deng
Francesco De Leonardis
Kevin Lee
Brice Bouvier
Ewaldo Zihan
Per Zetterberg
Anis Jedidi
Chih-Chung Huang
Zhimin Yu
Kangpei Yuan
Zhongtian Chen
Pedram Azari
Devin Daems
A. Javier Aguirre
Jacques Palicot
Deepak Mishra
Saleem Aslam
Braznev Sarkar
Kanghyun Nam
Chris Bain
Longxiang Gao
Tingting Qin
Sinan Kurt
Jihad El-Sana
Gürkan Gür
Han-Pang Huang
Yacine Hebbal
Nan Bai
Lei Zhao 0006
Johanna M. Gostner
Ismael Torres-Gomez
Byung-Ju Choi
Hristijan Gjoreski
Elyan Al Machot
Xize Liu
Lu Shiqi
Fayçal Ait Aoudia
Yu Dai
Cunxi Yu
Marko Turpeinen
Jian Wang 0013
Maria Chiara Liguori
Jihua Yang
Hyesu Jeon
Adil Wahid Butt
Rakesh Kumar Mishra
Xiaoguang Yang
Marcin Grzegorzek
Sun Yong Kim
Thae Thae Yu Khine
Juan J. Olmos
Xiaoyang Peng
Shan X. Wang
Robert S. Balog
Joël Lattmann
Yuantong T. Gu
Antonio Bueno
Lidia Bandura
Jian Feng
Silambarasan Mathiyazhagan
Joon Yeop Lee
Francesco Chionna
Shun-Hsi Hsu
Yury Ivanskiy
Werner Adler
Yongqiang Ye
Neelakantan Nurani Krishnan
Dan Barbosu
Tian-Sheuan Chang
Mao-lin Liang
Jing Liang 0003
Shaohui Mei
Justin Younghyun Kim
Alessandra Tedeschi
Maria José Ferreira
Shunliang Wang
Haiying Zhou
Xingdong Liang
Long Wang 0001
Satoshi Ichikawa
Gourab Das
Mario Cavinato
Feng Zhao 0002
Bochu Wang
Qi Qu
Trinh Thi Doan Pham
Mohd Faizal Jamlos
J. Kim
Zuhair AlSader
Marcos Martinez-Peiró
Nishan Bose
Estefanía Crespo-Bardera
Olutobi Adeyemi
Paul E. Lie
Prosanta Gope
Xiong Fengguang
Mohamed E. Abd Elaziz
Stefan Metzger
Leonardo Rodrigues Limongi
Thorsten Nowak
Pavel Ershov
Jianchao Fu
Shaifu Gupta
Vittorio Camarchia
Shuoting Zhang
Yuan-bin Wang
Il-Oun Lee
Julio Hernandez-Castro
Jong Wan Hu
Dan Jong Kim
João C. Monteiro
K. Prakash
Frans Mäyrä
Huangbin Qiu
Juan Bory Reyes
Davide Mazzotti
Jianqun Yang
Xin Lin
Mian Imtiaz Ul Haq
Saurabh Basu
Prudhvi Gurram
Udaya Parampalli
Jianqiu Mu
Rahul Malhotra
Yannick Saalberg
Estrella Everss-Villalba
Chenggang Wu
Qiang Qian
Sanjeewa P. Herath
Yu Pan
Yuanyuan Li
Santiago Marco
Qinglin Sun
Simone Ciotti
Xiaoli Gong
Keisuke Kawahara
Ahmet Cihat Baktir
Alwin Poulose
Imad Matraji
Constantin Nicolae Toader
Zaheer Ahmed
Antonio L. Rodriguez
Yee-Hong Yang
Kerstin Schill
Usman Adeel
Lie-Min Lu
Josef Diblík
Renu Singh
Nick J. Hay
Salama S. Ikki
Adnan M. Abu-Mahfouz
Naif H. Al-Hardan
Yi Shyh Eddy Foo
Carmen Franken
Matt Rozin
Liepa Bikulciené
Adnan Akhunzada
Zhen Liu 0004
Prinolan Govender
Thomas Valerrian Pasca
Samiran Chattopadhyay
Iman Abdali Mashhadi
Michal Sobaszek
Pawel Wnuk
Zhixue Zhang
Yandong Chen
Hiroshi Sankoh
Wenli Ji
Jing-Yuan Yin
Xinge Zhu
Junshan Zhang
Hong-Lin Liao
Jinliang Bian
Chung-Ping Chen
Hong-Tao Fan
Ning Jia
Youming Sun
Guo-Quan Lu
Qiang Chen 0004
Arnaud Buhot
Wuzhao Yan
Begoña García Zapirain
G. Emayavaramban
Hemant Rathore
Sariel Har-Peled
Chien-Ming Wang
Mehdi Abapour
Neil Veira
Yoochae Chung
Bingzhen Sun
Avirup Saha
Feiyu Lian
Anna Gál
Hong-Chuan Yang
Fernando Vidal-Verdú
Hyung-Soon Park
Ahmad Darabi
Sheng Ge
Brendan Ubochi
Jingxin Cai
Xiaokun Wu
Minqing Zhang
Sabrina Conoci
Katarina Grolinger
Guobing Hu
Jonas Hedman
Lihong Mo
Zhenkun Wen
Yong Tae Kim
Xihui Feng
Diego Perez-Estevez
Goutam Sanyal
Armin Klumpp
Firouzeh Taghikhah
John A. Kosinski
Robert Olejník
Wessam Ajib
Rebeca I. García-Betances
Vincent Segui Pascual
Bob Loos
Kay Hamacher
Davide Romito
Alessio Bucaioni
Ryuichi Oikawa
Caiming Zhang
Rajiv Ranjan
Lena Wosinska
Max T. Hou
Weihua Zhuang
Xingqun Zhan
Zongshun Tian
Branko Glisic
Jifei Pan
Kyung-Joong Kim
Dazhi Wang
Yuhu Cheng
Jochen Franke
Zhenyu Lu
Joaquín Cabezas
Evelyne Contejean
Yanfang Wang
Yuriy V. Shamardin
Steve Szigeti
Georgios Georgakis
Emmanuel Peralta
Panos C. Kotsampopoulos
Spasoje Milorad Miric
Motoichi Adachi
Roger Gules
Jesús Daniel Santos Rodríguez
Sander Ganzevles
Radu-Codrut David
Wonseo Lee
Quan Gu
Philip A. Catherwood
Reamsha Khan
JunHee Kim
L. J. Wu
Hung T. Nguyen 0001
Cheng Nie
Yixin Yang
Sadia Din
Wutao Li
Huan Zhou
Meiyu Wei
Indranil Das
Yiming Wu
Andrew H. Kemp
Mohammed Amoon
Pavlos Kosmides
Zhangxin Chen
Zhixiang You
Xi Tan
Jiansheng Hu
Tian Pan
Jincan Chen
Olga Fink
Holger Regenbrecht
Grzegorz Lagód
Bertrand Revol
Chao Wang 0014
Abd El Khalick Mohammad
Dietmar Tutsch
Marie Collet
Kevin Mathew
Congzhi Liu
Zhifeng Han
Pejman Khadivi
Erin Whelan
Federico E. Bert
Giovanni Alfredo Guarneri
Nagaraju Kakinada
Ana Cristina Bicharra Garcia
Mattia Ricco
Sebastiao E. Alves Filho
Maoguo Gong
Xianhua Chen
Kyukwang Kim
Chen Lv
Michael Dumbser
Junqi Guo
Leon M. Tolbert
Michel Kadoch
Loraine Clarke
Hussein Chible
Kosuke Takano
Gobindbir Singh
Yanwei Guan
Jesus de Leon
Hyun-Su Kim
Yasutaka Serizawa
Xiongwei Zhang
Hanlin Zhan
Chih-Min Yu
Sarah Khan
Yadong Jiang
Benjamin Edwards
Juan Carlos Viera Pérez
David Ribas
Bonifacio Martín-del-Brío
Jang Yong Lee
Tianhe Xu
Priya Saraf
Seyma Tasel
Rishabh Kaushal
Ken Takeuchi
Sandeep G. Surya
Linming Gong
Laisa C. P. Costa
Tselil Schramm
David C. Atkins
Xiaoqian Zhang
Guillaume Payen
Zexiao Xie
Diego L. Valera
Xinbo Ruan
Quoc-Tuan Vien
Jin Kawakita
Eun Yi Kim
Dennis Pfisterer
Baoqing Xu
Sourav Ray
Hiroshi Mineno
Hongbo Lyu
Matthew Bond
Abdelkarim Erradi
