:START_ID(Author)	corresponding_author	:END_ID(Article)
Megan M. Herting	No	4388
Jacob Thorson	No	4388
Ashley Collier-Oxandale	No	4388
Michael Hannigan	No	4388
Enric Climent	Yes	4389
José Pelegrí-Sebastiá	No	4389
Tomas Sogorb	No	4389
J. B. Talens	No	4389
José Chilo	No	4389
Nikola Cmiljanic	Yes	4390
Hugo Landaluce	No	4390
Asier Perallos	No	4390
Laura Arjona	No	4390
José Alberto Naves Cocota	Yes	4391
Gabriel Carvalho Garcia	No	4391
Adilson Rodrigues da Costa	No	4391
Milton Sérgio Fernandes de Lima	No	4391
Filipe Augusto Santos Rocha	No	4391
Gustavo Medeiros Freitas	No	4391
Beatriz Coelho	Yes	4392
Bruno Veigas	No	4392
Hugo Águas	No	4392
Elvira Fortunato	No	4392
Rodrigo Martins	No	4392
Pedro V. Baptista	No	4392
Rui Igreja	No	4392
Beatriz Coelho	Yes	4393
Bruno Veigas	No	4393
Elvira Fortunato	No	4393
Rodrigo Martins	No	4393
Hugo Águas	No	4393
Rui Igreja	No	4393
Pedro V. Baptista	No	4393
Adolfo Comerón	Yes	4394
Constantino Muñoz	No	4394
Francesc Rocadenbosch	No	4394
Alejandro Rodríguez-Gómez	No	4394
Michaël Sicard	No	4394
Dario Compagnone	Yes	4395
Girolamo Di Francia	No	4395
Corrado Di Natale	No	4395
Giovanni Neri	No	4395
Renato Seeber	No	4395
Antonella Tajani	No	4395
Simon Cool	Yes	4396
Jan G. Pieters	No	4396
Dejan Seatovic	No	4396
Koen C. Mertens	No	4396
David Nuyttens	No	4396
Tim van de Gucht	No	4396
Jürgen Vangeyte	No	4396
Francesco Coppo	Yes	4397
Gianluca Pepe	No	4397
Nicola Roveri	No	4397
Antonio Carcaterra	No	4397
Chiara Corbari	Yes	4398
Giovanni Ravazzani	No	4398
Marta Galvagno	No	4398
Edoardo Cremonese	No	4398
Marco Mancini	No	4398
Eliana Cordero	Yes	4399
Florian Korinth	No	4399
Clara Stiebing	No	4399
Christoph Krafft	No	4399
Iwan W. Schie	No	4399
Jürgen Popp	No	4399
Alejandro Correa 0001	Yes	4400
Marc Barcelo	No	4400
Antoni Morell	No	4400
José López Vicario	No	4400
Dennis L. Corwin	Yes	4401
Kevin Yemoto	No	4401
Wes Clary	No	4401
Gary Banuelos	No	4401
Todd H. Skaggs	No	4401
Scott M. Lesch	No	4401
Elia Scudiero	No	4401
Alessandro Cosci	Yes	4402
Matteo Cerminara	No	4402
Gualtiero Nunzi Conti	No	4402
Silvia Soria	No	4402
Giancarlo Cesare Righini	No	4402
Stefano Pelli	No	4402
Daniel G. Costa	Yes	4403
Mario Collotta	No	4403
Giovanni Pau 0002	No	4403
Cristian Duran-Faundez	No	4403
Eduardo Ferreira da Costa	Yes	4404
Nestor E. de Oliveira	No	4404
Flavio José Oliveira Morais	No	4404
Pedro Carvalhaes Dias	No	4404
Luis Fernando C. Duarte	No	4404
Andreu Cabot	No	4404
José A. Siqueira Dias	No	4404
Marco Crescentini	Yes	4405
Michele Biondi	No	4405
Aldo Romani	No	4405
Marco Tartagni	No	4405
Enrico Sangiorgi	No	4405
Jonathan Crespo	Yes	4406
Clara Gómez	No	4406
Alejandra Carolina Hernández	No	4406
Ramón Barber	No	4406
Kellen Garrison Cresswell	Yes	4407
Yongyun Shin	No	4407
Shanshan Chen	No	4407
Anita J. Crompton	Yes	4408
Kelum A. A. Gamage	No	4408
Steven Bell	No	4408
Andrew P. Wilson	No	4408
Alex Jenkins	No	4408
Divyesh Trivedi	No	4408
Jesús Cuenca-Jara	Yes	4409
Fernando Terroso-Saenz	No	4409
Mercedes Valdés-Vela	No	4409
Antonio F. Skarmeta	No	4409
Yue Cui	Yes	4410
Tingting Cui	Yes	4411
Shunping Ji	No	4411
Jie Shan	No	4411
Jianya Gong	No	4411
Kejian Liu	No	4411
Huanqing Cui	Yes	4412
Minglei Shu	No	4412
Min Song	No	4412
Yinglong Wang 0001	No	4412
De-Mi Cui	Yes	4413
Weizhong Yan	No	4413
Xiao-Quan Wang	No	4413
Lie-Min Lu	No	4413
Nicola D&apos;Ascenzo	Yes	4414
Xi Zhang	No	4414
Qingguo Xie	No	4414
Ulrike Dackermann	Yes	4415
Yang Yu 0002	No	4415
Ernst Niederleithinger	No	4415
Jianchun Li	No	4415
Herbert Wiggenhauser	No	4415
Devin Daems	Yes	4416
Bernd Peeters	No	4416
Filip Delport	No	4416
Tony Remans	No	4416
Jeroen Lammertyn	No	4416
Dragana Spasic	No	4416
Jessamyn Dahmen	Yes	4417
Brian L. Thomas	No	4417
Diane J. Cook	No	4417
Xiaobo Wang	No	4417
Zhengliang Dai	Yes	4418
Weijia Cui	No	4418
Bin Ba	No	4418
Daming Wang	No	4418
Youming Sun	No	4418
Yifan Dai	Yes	4419
Chung-Chiun Liu	No	4419
Wujiao Dai	Yes	4420
Qiang Shi	No	4420
Changsheng Cai	No	4420
Jixiang Dai	Yes	4421
Li Zhu	No	4421
Gaopeng Wang	No	4421
Feng Xiang	No	4421
Yuhuan Qin	No	4421
Min Wang	No	4421
Minghong Yang	No	4421
Oscar S. Dalmau	Yes	4422
Teresa E. Alarcón	No	4422
Francisco E. Oliva	No	4422
Antônio Dâmaso	Yes	4423
Nelson S. Rosa	No	4423
Paulo Romero Martins Maciel	No	4423
Ali Daneshkhah	Yes	4424
Sudhir Shrestha	No	4424
Amanda Siegel	No	4424
Kody Varahramyan	No	4424
Mangilal Agarwal	No	4424
Bo Dang	Yes	4425
Ling Yang	No	4425
Na Du	No	4425
Changzan Liu	No	4425
Ruirong Dang	No	4425
Bin Wang	No	4425
Yan Xie	No	4425
Asbjørn Danielsen	Yes	4426
Jim Tørresen	No	4426
F. Serhan Danis	Yes	4427
Ali Taylan Cemgil	No	4427
Jordan Daoudi	Yes	4428
Stéphanie Betelu	No	4428
Theodore Tzedakis	No	4428
Johan Bertrand	No	4428
Ioannis Ignatiadis	No	4428
Seyed Mahdi Darroudi	Yes	4429
Carles Gomez	No	4429
Walid Darwish	Yes	4430
Shenjun Tang	No	4430
Wenbin Li	No	4430
Wu Chen 0001	No	4430
Nandan K. Das	Yes	4431
Yichuan Dai	No	4431
Peng Liu	No	4431
Chuan-Zhen Hu	No	4431
Lieshu Tong	No	4431
Xiaoya Chen	No	4431
Zachary J. Smith	No	4431
Rumpa Dasgupta	Yes	4432
Seokhoon Yoon	No	4432
Juan Carlos Davila	Yes	4433
Ana-Maria Cretu	No	4433
Marek B. Zaremba	No	4433
Álvaro De-La-Llana-Calvo	Yes	4434
José Luis Lázaro Galilea	No	4434
Alfredo Gardel Vicente	No	4434
David Rodríguez-Navarro	No	4434
Ignacio Bravo Muñoz	No	4434
Georgios Tsirigotis	No	4434
Juan Iglesias-Miguel	No	4434
Álvaro De-La-Llana-Calvo	Yes	4435
José Luis Lázaro Galilea	No	4435
Alfredo Gardel Vicente	No	4435
David Rodríguez-Navarro	No	4435
Ignacio Bravo Muñoz	No	4435
Georgios Tsirigotis	No	4435
Juan Iglesias-Miguel	No	4435
Anthony DeMario	Yes	4436
Pete Lopez	No	4436
Eli Plewka	No	4436
Ryan Wix	No	4436
Hai Xia	No	4436
Emily Zamora	No	4436
Dan Gessler	No	4436
Azer P. Yalin	No	4436
Omid Dehzangi	Yes	4437
Mojtaba Taherisadr	No	4437
Raghvendar ChangalVala	No	4437
Michele Dei	Yes	4438
Stepan Sutula	No	4438
Jose Cisneros	No	4438
Ernesto Pun	No	4438
Richard Jan Engel Jansen	No	4438
Lluís Terés	No	4438
Francisco Serra-Graells	No	4438
Carolina Del-Valle-Soto	Yes	4439
J. Carlos Mex-Perera	No	4439
Raúl Monroy	No	4439
Juan Arturo Nolazco-Flores	No	4439
Sylvie Delepine-Lesoille	Yes	4440
Sylvain Girard	No	4440
Marcel Landolt	No	4440
Johan Bertrand	No	4440
Isabelle Planes	No	4440
Aziz Boukenter	No	4440
Emmanuel Marin	No	4440
Georges Humbert	No	4440
Stéphanie Leparmentier	No	4440
Jean-Louis Auguste	No	4440
Youcef Ouerdane	No	4440
Francesco Dell&apos;Olio	Yes	4441
Donato Conteduca	No	4441
Maripina De Palo	No	4441
Caterina Ciminelli	No	4441
Steven Delrue	Yes	4442
Vladislav Aleshin	No	4442
Mikael Sørensen	No	4442
Lieven De Lathauwer	No	4442
Susanne Demba	Yes	4443
Viktoria Paul	No	4443
Christian Ammon	No	4443
Sandra Rose-Meierhöfer	No	4443
Marco Demori	Yes	4444
Marco Ferrari 0002	No	4444
Arianna Bonzanini	No	4444
Pietro Poesio	No	4444
Vittorio Ferrari	No	4444
Xinyang Deng	Yes	4445
Wen Jiang 0002	No	4445
Yong-Yuan Deng	Yes	4446
Chin-Ling Chen	No	4446
Woei-Jiunn Tsaur	No	4446
Yung-Wen Tang	No	4446
Jung-Hsuan Chen	No	4446
Xinyang Deng	Yes	4447
Wen Jiang 0002	No	4447
Jiandong Zhang	No	4447
Yang Deng	Yes	4448
Yang Liu	No	4448
Suren Chen	No	4448
Wei Deng	Yes	4449
Hui Li	No	4449
Chunxi Zhang	No	4449
Pengjie Wang	No	4449
Zhongliang Deng	Yes	4450
Jun Mo	No	4450
Buyun Jia	No	4450
Xinmei Bian	No	4450
Shijie Deng	Yes	4451
Peng Wang	No	4451
Xinglong Yu	No	4451
Fucheng Deng	Yes	4452
Xiaorui Zhu	No	4452
Chao He	No	4452
Mingjun Deng	Yes	4453
Guo Zhang	No	4453
Ruishan Zhao	No	4453
Shaoning Li	No	4453
Jiansong Li	No	4453
Oscar Déniz-Suárez	Yes	4454
Noelia Vállez	No	4454
José Luis Espinosa-Aranda	No	4454
Jose M. Rico-Saavedra	No	4454
Javier Parra-Patino	No	4454
Gloria Bueno García	No	4454
David Moloney	No	4454
Alireza Dehghani	No	4454
Aubrey K. Dunne	No	4454
Alain Pagani	No	4454
Stephan Krauß	No	4454
Ruben Reiser	No	4454
Martin Waeny	No	4454
Matteo Sorci	No	4454
Tim Llewellynn	No	4454
Christian Fedorczak	No	4454
Thierry Larmoire	No	4454
Marco Herbst	No	4454
Andre Seirafi	No	4454
Kasra Seirafi	No	4454
Dirk Dennig	Yes	4455
Johannes Bureick	No	4455
Johannes Link	No	4455
Dmitri Diener	No	4455
Christian Hesse	No	4455
Ingo Neumann	No	4455
Olaf Deppe	Yes	4456
Georg Dorner	No	4456
Stefan König	No	4456
Tim Martin	No	4456
Sven Voigt	No	4456
Steffen Zimmermann	No	4456
Sivaranjani Devarakonda	Yes	4457
Renu Singh	No	4457
Jyoti Bhardwaj	No	4457
Jaesung Jang	No	4457
Wim Devesse	Yes	4458
Dieter de Baere	No	4458
Patrick Guillaume	No	4458
Jagannath Devkota	Yes	4459
Paul Ohodnicki	No	4459
David W. Greve	No	4459
José Díaz-Álvarez	Yes	4460
Alberto Tapetado Moraleda	No	4460
Carmen Vázquez	No	4460
Henar Miguélez	No	4460
Miguel Díaz-Cacho	Yes	4461
Emma Delgado	No	4461
Antonio Barreiro	No	4461
Pablo Falcón	No	4461
Estefania Munoz Diaz	Yes	4462
Maria Caamano	No	4462
Francisco Javier Fuentes Sánchez	No	4462
Camilo A. R. Díaz	Yes	4463
Cátia Leitão	No	4463
Carlos A. F. Marques	No	4463
Maria Fátima Domingues	No	4463
Nélia Alberto	No	4463
Maria José Pontes	No	4463
Anselmo Frizera	No	4463
Moisés R. N. Ribeiro	No	4463
Paulo Sérgio de Brito André	No	4463
Paulo Fernando da Costa Antunes	No	4463
Estefania Munoz Diaz	Yes	4464
Fabian de Ponte Müller	No	4464
Juan Jesús García	No	4464
Carlos L. Pérez Díaz	Yes	4465
Jonathan Muñoz	No	4465
Tarendra Lakhankar	No	4465
Reza Khanbilvardi	No	4465
Peter Romanov	No	4465
Markus Dietrich	Yes	4466
Gunter Hagen	No	4466
Willibald Reitmeier	No	4466
Katharina Burger	No	4466
Markus Hien	No	4466
Philippe Grass	No	4466
David J. Kubinski	No	4466
Jacobus H. Visser	No	4466
Ralf Moos	No	4466
Markus Dietrich	Yes	4467
Gunter Hagen	No	4467
Willibald Reitmeier	No	4467
Katharina Burger	No	4467
Markus Hien	No	4467
Philippe Grass	No	4467
David J. Kubinski	No	4467
Jacobus H. Visser	No	4467
Ralf Moos	No	4467
Luis Díez	Yes	4468
Ramón Agüero	No	4468
Luis Muñoz	No	4468
Sibel Emir Diltemiz	Yes	4469
Rüstem Keçili	No	4469
Arzu Ersöz	No	4469
Ridvan Say	No	4469
Amad ud Din	Yes	4470
Seneke Chamith Chandrathna	No	4470
Jong-Wook Lee	No	4470
Brian M. Dincau	Yes	4471
Yongkuk Lee	No	4471
Jong-Hoon Kim	No	4471
Woon-Hong Yeo	No	4471
Xukai Ding	Yes	4472
Jia Jia	No	4472
Yang Gao 0009	No	4472
Hongsheng Li	No	4472
Shuyang Ding	Yes	4473
Yunlu Pan	No	4473
Mingsi Tong	No	4473
Xuezeng Zhao	No	4473
Chao Ding	Yes	4474
Lijun Yang	No	4474
Meng Wu	No	4474
Kaiqi Ding	Yes	4475
Haitao Zhao 0001	No	4475
Xiping Hu	No	4475
Jibo Wei	No	4475
Yufeng Ding	Yes	4476
Xin Zhang 0024	No	4476
Hongjun Yin	No	4476
Qingyun Meng	No	4476
Yongmei Zhao	No	4476
Luo Liu	No	4476
Zhenglong Wu	No	4476
Haijun Xu	No	4476
Thanh Dinh	Yes	4477
Younghan Kim	No	4477
Hyukjoon Lee	No	4477
Milica Djuric-Jovicic	Yes	4478
Nenad S. Jovicic	No	4478
Agnès Roby-Brami	No	4478
Mirjana B. Popovic	No	4478
Vladimir S. Kostic	No	4478
Antonije R. Djordjevic	No	4478
Jaime Duque Domingo	Yes	4479
Carlos Cerrada	No	4479
Enrique Valero	No	4479
José A. Cerrada	No	4479
Jaime Duque Domingo	Yes	4480
Pedro Javier Herrera	No	4480
Enrique Valero	No	4480
Carlos Cerrada	No	4480
Sergio Dominguez	Yes	4481
Rocio B. Dominguez	Yes	4482
Miguel A. Orozco	No	4482
Giovanny Chávez	No	4482
Alfredo Márquez-Lucero	No	4482
Jianzhi Dong	Yes	4483
Rosa Agliata	No	4483
Susan C. Steele-Dunne	No	4483
Olivier Hoes	No	4483
Thom Bogaard	No	4483
Roberto Greco	No	4483
Nick van de Giesen	No	4483
Wen Dong 0006	Yes	4484
Ming Diao	No	4484
Lipeng Gao	No	4484
Lutao Liu	No	4484
Qiang Dong	Yes	4485
Jinghong Liu	No	4485
Jian Dong	Yes	4486
Qianqian Li	No	4486
Lianwen Deng	No	4486
Qinghan Dong	Yes	4487
Jia Liu	No	4487
Limin Wang	No	4487
Zhongxin Chen	No	4487
Javier Gallego	No	4487
Xinwei Dong	Yes	4488
Xiaoli Qi	No	4488
Na Liu	No	4488
Yuesuo Yang	No	4488
Yunxian Piao	No	4488
Meili Dong	Yes	4489
Jiandong Wu	No	4489
Zimin Ma	No	4489
Hagit Peretz-Soroka	No	4489
Michael Zhang	No	4489
Paul Komenda	No	4489
Navdeep Tangri	No	4489
Yong Liu	No	4489
Claudio Rigatto	No	4489
Francis Lin	No	4489
Kai Dong	Yes	4490
Wenjia Wu	No	4490
Haibo Ye	No	4490
Ming Yang 0001	No	4490
Zhen Ling	No	4490
Wei Yu 0002	No	4490
Ming Dong	Yes	4491
Chuan-Tao Zheng	No	4491
Shuzhuo Miao	No	4491
Yu Zhang	No	4491
Qiaoling Du	No	4491
Yiding Wang	No	4491
Frank K. Tittel	No	4491
Ming Dong	Yes	4492
Chongxing Zhang	No	4492
Ming Ren	No	4492
Ricardo Albarracín	No	4492
Rixin Ye	No	4492
Simon Donné	Yes	4493
Bart Goossens	No	4493
Wilfried Philips	No	4493
Abul Doulah	Yes	4494
Xiangrong Shen	No	4494
Edward Sazonov	No	4494
Monssef Drissi-Habti	Yes	4495
Venkadesh Raman	No	4495
Aghiad Khadour	No	4495
Safiullah Timorian	No	4495
Dylan Drover	Yes	4496
Jennifer Howcroft	No	4496
Jonathan Kofman	No	4496
Edward D. Lemaire	No	4496
Hui Du	Yes	4497
Xiaobo Chen	No	4497
Juntong Xi	No	4497
Chengyi Yu	No	4497
Bao Zhao	No	4497
Yu Du	Yes	4498
Wenguang Jin	No	4498
Wentao Wei	No	4498
Yu Hu	No	4498
Weidong Geng	No	4498
Guofeng Du	Yes	4499
Qingzhao Kong	No	4499
Hua Zhou	No	4499
Haichang Gu	No	4499
Yi Du	Yes	4500
CuiXia Ma	No	4500
Chao Wu 0001	No	4500
Xiaowei Xu	No	4500
Yike Guo	No	4500
Yuanchun Zhou	No	4500
Jianhui Li	No	4500
Shuang Du	Yes	4501
Wei Sun	No	4501
Yang Gao	No	4501
Zhenhui Du	Yes	4502
Jiaxin Wan	No	4502
Jinyi Li	No	4502
Gang Luo	No	4502
Hong Gao	No	4502
Yiwen Ma	No	4502
Zhijiang Du	Yes	4503
Wei Wang	No	4503
Zhiyuan Yan	No	4503
Wei Dong 0004	No	4503
Weidong Wang	No	4503
Haiying Du	Yes	4504
PengJun Yao	No	4504
Yanhui Sun	No	4504
Jing Wang	No	4504
Huisheng Wang	No	4504
Naisen Yu	No	4504
Guofeng Du	Yes	4505
Juan Zhang	No	4505
Jicheng Zhang	No	4505
Gangbing Song	No	4505
Georges Dubourg	Yes	4506
Apostolos Segkos	No	4506
Jaroslav Katona	No	4506
Marko Radovic	No	4506
Slavica Savic	No	4506
Georgios Niarchos	No	4506
Christos Tsamis	No	4506
Vesna Crnojevic-Bengin	No	4506
Daniel-André Duecker	Yes	4507
Andreas Rene Geist	No	4507
Michael Hengeler	No	4507
Edwin Kreuzer	No	4507
Marc-André Pick	No	4507
Viktor Rausch	No	4507
Eugen Solowjow	No	4507
Larisa Dunai	Yes	4508
Mónica Chillarón Pérez	No	4508
Guillermo Peris-Fajarnés	No	4508
Ismael Lengua Lengua	No	4508
Le The Dung	Yes	4509
Tran Dinh Hieu	No	4509
Seong-Gon Choi	No	4509
Byung-Seo Kim	No	4509
Beongku An	No	4509
Hong Dinh Duong	Yes	4510
Jong Il Rhee	No	4510
Dinesh Babu Duraibabu	Yes	4511
Gabriel Leen	No	4511
Daniel Toal	No	4511
Thomas Newe	No	4511
Elfed Lewis	No	4511
Gerard Dooly	No	4511
Dinesh Babu Duraibabu	Yes	4512
Sven Poeggel	No	4512
Edin Omerdic	No	4512
Romano Capocci	No	4512
Elfed Lewis	No	4512
Thomas Newe	No	4512
Gabriel Leen	No	4512
Daniel Toal	No	4512
Gerard Dooly	No	4512
Petar Durdevic	Yes	4513
Chitra S. Raju	No	4513
Mads V. Bram	No	4513
Dennis S. Hansen	No	4513
Zhenyu Yang	No	4513
Guilherme Dutra	Yes	4514
Cicero Martelli	No	4514
Marco José Da Silva	No	4514
Rodolfo L. Patyk	No	4514
Rigoberto E. M. Morales	No	4514
Volker Dworak	Yes	4515
Benjamin Mahns	No	4515
Jörn Selbeck	No	4515
Robin Gebbers	No	4515
Cornelia Weltzien	No	4515
Malikeh Pour Ebrahim	Yes	4516
Majid Sarvi	No	4516
Mehmet Rasit Yuce	No	4516
Víctor Echarri	Yes	4517
Almudena Espinosa	No	4517
Carlos Rizo	No	4517
Martina Eckert	Yes	4518
Ignacio Gómez-Martinho	No	4518
Juan M. Meneses	No	4518
José-Fernán Martínez	No	4518
Muhammad Ehatisham-ul-Haq	Yes	4519
Muhammad Awais Azam	No	4519
Jonathan Loo	No	4519
Kai Shuang	No	4519
Syed Islam	No	4519
Usman Naeem	No	4519
Yasar Amin	No	4519
Samih Eisa	Yes	4520
Adriano J. C. Moreira	No	4520
Mohamed Elsayed Eldib	Yes	4521
Mohamed Hegazy	No	4521
Yang Ji Mun	No	4521
Myung Hye Cho	No	4521
Min Hyoung Cho	No	4521
Soo Yeol Lee	No	4521
Wafa Elmannai	Yes	4522
Khaled M. Elleithy	No	4522
César Elosúa	Yes	4523
Francisco J. Arregui	No	4523
Ignacio Del Villar	No	4523
Carlos Ruiz-Zamarreño	No	4523
Jesús M. Corres	No	4523
Candido Bariain	No	4523
Javier Goicoechea Fernández	No	4523
Miguel Hernáez	No	4523
Pedro J. Rivero	No	4523
Abian B. Socorro	No	4523
Aitor Urrutia	No	4523
Pedro Sanchez	No	4523
Pablo Zubiate	No	4523
Diego Lopez-Torres	No	4523
Nerea De Acha	No	4523
Joaquin Ascorbe	No	4523
Aritz Ozcariz	No	4523
Ignacio R. Matías	No	4523
Mostafa Elzoghby	Yes	4524
Fu Li	No	4524
Ibrahim. I. Arafa	No	4524
Usman Arif	No	4524
Mikel Emaldi	Yes	4525
Unai Aguilera	No	4525
Diego López-de-Ipiña	No	4525
Jorge Perez-Velasco	No	4525
Tim van Emmerik	Yes	4526
Susan C. Steele-Dunne	No	4526
Rolf Hut	No	4526
Pierre Gentine	No	4526
Marceau Guerin	No	4526
Rafael S. Oliveira	No	4526
Jim Wagner	No	4526
John S. Selker	No	4526
Nick van de Giesen	No	4526
Md Omar Faruk Emon	Yes	4527
Jae-Won Choi	No	4527
Nu Si A. Eom	Yes	4528
Hong-Baek Cho	No	4528
Yoseb Song	No	4528
Woojin Lee	No	4528
Tohru Sekino	No	4528
Yong-Ho Choa	No	4528
Seunghyun Eom	Yes	4529
Muhammad Usman Memon	No	4529
Sungjoon Lim	No	4529
Firat Eren	Yes	4530
Shachak Peeri	No	4530
May-Win L. Thein	No	4530
Yuri Rzhanov	No	4530
Barbaros Celikkol	No	4530
M. Robinson Swift	No	4530
Jeffrey S. Erickson	Yes	4531
Lisa C. Shriver-Lake	No	4531
Daniel Zabetakis	No	4531
David A. Stenger	No	4531
Scott A. Trammell	No	4531
Gizem Ertürk	Yes	4532
Bo Mattiasson	No	4532
Gizem Ertürk	Yes	4533
Bo Mattiasson	No	4533
Mohammad Iman Mokhlespour Esfahani	Yes	4534
Omid Zobeiri	No	4534
Behzad Moshiri	No	4534
Roya Narimani	No	4534
Mohammad Mehravar	No	4534
Ehsan Rashedi	No	4534
Mohamad Parnianpour	No	4534
Jorge Eduardo Ibarra Esquer	Yes	4535
Félix F. González-Navarro	No	4535
Brenda Leticia Flores Ríos	No	4535
Larysa Burtseva	No	4535
María Angélica Astorga Vargas	No	4535
Francisco J. Estévez	Yes	4536
Jesús González 0001	No	4536
Peter Glösekötter	No	4536
Olga Valenzuela	No	4536
Ignacio Rojas	No	4536
Francisco J. Estévez	Yes	4537
José María Castillo Secilla	No	4537
Jesús González 0001	No	4537
Joaquín Olivares	No	4537
Peter Glösekötter	No	4537
Ariel Etinger	Yes	4538
Boris Litvak	No	4538
Yosef Pinhasi	No	4538
Takeharu Goji Etoh	Yes	4539
Anh Quang Nguyen	No	4539
Yoshinari Kamakura	No	4539
Kazuhiro Shimonomura	No	4539
Thi Yen Le	No	4539
Nobuya Mori	No	4539
Josu Etxaniz	Yes	4540
Gerardo Aranguren	No	4540
Josu Etxaniz	Yes	4541
Gerardo Aranguren	No	4541
Francisco Eugenio	Yes	4542
Javier Marcello	No	4542
Javier Martín Abasolo	No	4542
Dionisio Rodriguez-Esparragon	No	4542
Lidia Eusebio	Yes	4543
Marco Derudi	No	4543
Laura Capelli	No	4543
Giuseppe Nano	No	4543
Selena Sironi	No	4543
Estrella Everss-Villalba	Yes	4544
Francisco Manuel Melgarejo-Meseguer	No	4544
Manuel Blanco-Velasco	No	4544
Francisco Javier Gimeno-Blanes	No	4544
Salvador Sala-Pla	No	4544
José Luis Rojo-Álvarez	No	4544
Arcadi García-Alberola	No	4544
Jörg Exner	Yes	4545
Gaby Albrecht	No	4545
Daniela Schönauer-Kamin	No	4545
Jaroslaw Kita	No	4545
Ralf Moos	No	4545
Kamil Faisal	Yes	4546
Ahmed Shaker	No	4546
Marcel Fajkus	Yes	4547
Jan Nedoma	No	4547
Radek Martinek	No	4547
Vladimir Vasinek	No	4547
Homer Nazeran	No	4547
Petr Siska	No	4547
Gianluca Falco	Yes	4548
Marco Pini	No	4548
Gianluca Marucco	No	4548
Aniello Falco	Yes	4549
José F. Salmerón	No	4549
Florin C. Loghin	No	4549
Paolo Lugli	No	4549
Almudena Rivadeneyra	No	4549
Michael I. Faley	Yes	4550
E. A. Kostyurina	No	4550
K. V. Kalashnikov	No	4550
Yu. V. Maslennikov	No	4550
V. P. Koshelets	No	4550
Rafal E. Dunin-Borkowski	No	4550
Raphael Falque	Yes	4551
Teresa A. Vidal-Calleja	No	4551
Jaime Valls Miró	No	4551
Chong Fan	Yes	4552
Xushuai Chen	No	4552
Lei Zhong	No	4552
Min Zhou	No	4552
Yun Shi	No	4552
Yulin Duan	No	4552
Bingfei Fan	Yes	4553
Qingguo Li	No	4553
Chao Wang	No	4553
Tao Liu 0006	No	4553
Xinyi Fan	Yes	4554
Yilin Song	No	4554
Yuanlin Ma	No	4554
Song Zhang 0006	No	4554
Guihua Xiao	No	4554
Lili Yang	No	4554
Huiren Xu	No	4554
Dai Zhang	No	4554
Xinxia Cai	No	4554
Chong Fan	Yes	4555
Chaoyun Wu	No	4555
Grand Li	No	4555
Jun Ma	No	4555
Yangyang Fan	Yes	4556
Tao Wang	No	4556
Zhengjun Qiu	No	4556
Jiyu Peng	No	4556
Chu Zhang	No	4556
Yong He 0001	No	4556
Kai Fan	Yes	4557
Junxiong Wang	No	4557
Xin Wang	No	4557
Hui Li 0006	No	4557
Yintang Yang	No	4557
Yuling Fang	Yes	4558
Qingkui Chen	No	4558
Neal N. Xiong	No	4558
Deyu Zhao	No	4558
Jingjuan Wang	No	4558
Zhijie Fang	Yes	4559
David Vázquez	No	4559
Antonio M. López	No	4559
Wei Fang	Yes	4560
Lianyu Zheng	No	4560
Huanjun Deng	No	4560
Hongbo Zhang	No	4560
Weidong Fang	Yes	4561
Wuxiong Zhang	No	4561
Jinchao Xiao	No	4561
Yang Yang 0001	No	4561
Wei Chen 0036	No	4561
Yong-Yi Fanjiang	Yes	4562
Shih-Wei Lu	No	4562
Paola Fanzio	Yes	4563
Chi-Tung Chang	No	4563
Maciej Skolimowski	No	4563
Simone Tanzi	No	4563
Luigi Sasso	No	4563
Gian Luca Farina	Yes	4564
Fabrizio Spataro	No	4564
Antonino De Lorenzo	No	4564
Henry Lukaski	No	4564
Fuzi Mohamed Fartas	Yes	4565
Jaafar Abdullah	No	4565
Nor Azah Yusof	No	4565
Yusran Sulaiman	No	4565
Mohd Izham Saiman	No	4565
Sheik Mohammad Mostakim Fattah	Yes	4566
Nak-Myoung Sung	No	4566
Il-Yeup Ahn	No	4566
Min-Woo Ryu	No	4566
Jaeseok Yun	No	4566
Fabio Favoretto	Yes	4567
Yann G. Morel	No	4567
Andrew Waddington	No	4567
Jorge Lopez-Calderon	No	4567
Marco Cadena-Roa	No	4567
Anidia Blanco-Jarvio	No	4567
Eugenio Fazio	Yes	4568
Valerio Bonacquisti	No	4568
Marta Di Michele	No	4568
Francesca Frasca	No	4568
Angelo Chianese	No	4568
Anna Maria Siani	No	4568
Fedor S. Fedorov	Yes	4569
Dmitry Podgainov	No	4569
Alexey Varezhnikov	No	4569
Andrey Lashkov	No	4569
Michail Gorshenkov	No	4569
Igor Burmistrov	No	4569
Martin Sommer	No	4569
Victor Sysoev	No	4569
Santiago Felici-Castell	Yes	4570
Enrique A. Navarro	No	4570
Juan José Pérez Solano	No	4570
Jaume Segura-Garcia	No	4570
Miguel García Pineda	No	4570
Kunpeng Feng	Yes	4571
Jiwen Cui	No	4571
Hong Dang	No	4571
Weidong Wu	No	4571
Xun Sun	No	4571
Xuelin Jiang	No	4571
Jiubin Tan	No	4571
Jianyuan Feng	Yes	4572
Zhiyong Feng	No	4572
Mingchi Feng	Yes	4573
Xiang Jia	No	4573
Jingshu Wang	No	4573
Song Feng	No	4573
Taixiong Zheng	No	4573
Qian Feng	Yes	4574
Qingzhao Kong	No	4574
Jian Jiang	No	4574
