:START_ID(Edition)	pages	:END_ID(Article)
5gwf2	1-11	14080
5gwf2	1-11	14081
5gwf2	1-11	14082
5gwf2	1-11	14083
5gwf2	1-11	14084
5gwf2	1-11	14085
5gwf2	1-11	14086
5gwf2	1-11	14087
5gwf2	1-11	14088
5gwf2	1-11	14089
5gwf2	1-11	14090
5gwf2	1-11	14091
5gwf2	1-11	14092
5gwf2	1-11	14093
5gwf2	1-11	14094
5gwf2	1-11	14095
5gwf2	1-11	14096
5gwf2	1-11	14097
5gwf2	1-11	14098
5gwf2	1-11	14099
5gwf2	1-11	14100
5gwf2	1-11	14101
5gwf2	1-11	14102
5gwf2	1-11	14103
5gwf2	1-11	14104
5gwf2	1-11	14105
5gwf2	1-11	14106
5gwf2	1-11	14107
5gwf2	1-11	14108
5gwf2	1-11	14109
5gwf2	1-11	14110
5gwf2	1-11	14111
5gwf2	1-11	14112
5gwf2	1-11	14113
5gwf2	1-11	14114
5gwf2	1-11	14115
5gwf2	1-11	14116
5gwf2	1-11	14117
5gwf2	1-11	14118
5gwf2	1-11	14119
5gwf2	1-11	14120
5gwf2	1-11	14121
5gwf2	1-11	14122
5gwf2	1-11	14123
5gwf2	1-11	14124
5gwf2	1-11	14125
5gwf2	1-11	14126
5gwf2	1-11	14127
5gwf2	1-11	14128
5gwf2	1-11	14129
5gwf2	1-11	14130
5gwf2	1-11	14131
5gwf2	1-11	14132
5gwf2	1-11	14133
5gwf2	1-11	14134
5gwf2	1-11	14135
5gwf2	1-11	14136
5gwf2	1-11	14137
5gwf2	1-11	14138
5gwf2	1-11	14139
5gwf2	1-11	14140
ACISicis2	1-11	14141
ACISicis2	1-11	14142
ACISicis2	1-11	14143
ACISicis2	1-11	14144
ACISicis2	1-11	14145
ACISicis2	1-11	14146
ACISicis2	1-11	14147
ACISicis2	1-11	14148
ACISicis2	1-11	14149
ACISicis2	1-11	14150
ACISicis2	1-11	14151
ACISicis2	1-11	14152
ACISicis2	1-11	14153
ACISicis2	1-11	14154
ACISicis2	1-11	14155
ACISicis2	1-11	14156
ACISicis2	1-11	14157
ACISicis2	1-11	14158
ACISicis2	1-11	14159
ACISicis2	1-11	14160
ACISicis2	1-11	14161
ACISicis2	1-11	14162
ACISicis2	1-11	14163
ACISicis2	1-11	14164
ACISicis2	1-11	14165
ACISicis2	1-11	14166
ACISicis2	1-11	14167
ACISicis2	1-11	14168
ACISicis2	1-11	14169
ACISicis2	1-11	14170
ACISicis2	1-11	14171
ACISicis2	1-11	14172
ACISicis2	1-11	14173
ACISicis2	1-11	14174
ACISicis2	1-11	14175
ACISicis2	1-11	14176
ACISicis2	1-11	14177
ACISicis2	1-11	14178
ACISicis2	1-11	14179
ACISicis2	1-11	14180
ACISicis2	1-11	14181
ACISicis2	1-11	14182
ACISicis2	1-11	14183
ACISicis2	1-11	14184
ACISicis2	1-11	14185
ACISicis2	1-11	14186
ACISicis2	1-11	14187
ACISicis2	1-11	14188
ACISicis2	1-11	14189
ACISicis2	1-11	14190
ACISicis2	1-11	14191
ACISicis2	1-11	14192
ACISicis2	1-11	14193
ACISicis2	1-11	14194
ACISicis2	1-11	14195
ACISicis2	1-11	14196
ACISicis2	1-11	14197
ACISicis2	1-11	14198
ACISicis2	1-11	14199
ACISicis2	1-11	14200
ACISicis2	1-11	14201
ACISicis2	1-11	14202
ACISicis2	1-11	14203
ACISicis2	1-11	14204
ACISicis2	1-11	14205
ACISicis2	1-11	14206
ACISicis2	1-11	14207
ACISicis2	1-11	14208
ACISicis2	1-11	14209
ACISicis2	1-11	14210
ACISicis2	1-11	14211
ACISicis2	1-11	14212
ACISicis2	1-11	14213
ACISicis2	1-11	14214
ACISicis2	1-11	14215
ACISicis2	1-11	14216
ACISicis2	1-11	14217
ACISicis2	1-11	14218
ACISicis2	1-11	14219
ACISicis2	1-11	14220
ACISicis2	1-11	14221
ACISicis2	1-11	14222
ACISicis2	1-11	14223
ACISicis2	1-11	14224
ACISicis2	1-11	14225
ACISicis2	1-11	14226
ACISicis2	1-11	14227
ACISicis2	1-11	14228
ACISicis2	1-11	14229
ACISicis2	1-11	14230
ACISicis2	1-11	14231
ACISicis2	1-11	14232
ACISicis2	1-11	14233
ACISicis2	1-11	14234
ACISicis2	1-11	14235
ACISicis2	1-11	14236
ACISicis2	1-11	14237
ACISicis2	1-11	14238
ACISicis2	1-11	14239
ACISicis2	1-11	14240
ACISicis2	1-11	14241
ACISicis2	1-11	14242
ACISicis2	1-11	14243
ACISicis2	1-11	14244
ACISicis2	1-11	14245
ACISicis2	1-11	14246
ACISicis2	1-11	14247
ACISicis2	1-11	14248
ACISicis2	1-11	14249
ACISicis2	1-11	14250
ACISicis2	1-11	14251
ACISicis2	1-11	14252
ACISicis2	1-11	14253
ACISicis2	1-11	14254
ACISicis2	1-11	14255
ACISicis2	1-11	14256
ACISicis2	1-11	14257
ACISicis2	1-11	14258
ACISicis2	1-11	14259
ACISicis2	1-11	14260
ACISicis2	1-11	14261
ACISicis2	1-11	14262
ACISicis2	1-11	14263
ACISicis2	1-11	14264
ACISicis2	1-11	14265
ACISicis2	1-11	14266
ACISicis2	1-11	14267
ACISicis2	1-11	14268
ACISicis2	1-11	14269
ACISicis2	1-11	14270
ACISicis2	1-11	14271
ACISicis2	1-11	14272
ACISicis2	1-11	14273
ACISicis2	1-11	14274
ACISicis2	1-11	14275
ACISicis2	1-11	14276
ACISicis2	1-11	14277
ACISicis2	1-11	14278
ACISicis2	1-11	14279
ACISicis2	1-11	14280
ACISicis2	1-11	14281
ACISicis2	1-11	14282
ACISicis2	1-11	14283
ACISicis2	1-11	14284
ACISicis2	1-11	14285
ACISicis2	1-11	14286
ACISicis2	1-11	14287
ACISicis2	1-11	14288
ACISicis2	1-11	14289
ACISicis2	1-11	14290
ACISicis2	1-11	14291
ACISicis2	1-11	14292
ACISicis2	1-11	14293
ACISicis2	1-11	14294
ACISicis2	1-11	14295
ACISicis2	1-11	14296
ACISicis2	1-11	14297
ACISicis2	1-11	14298
ACISicis2	1-11	14299
ACISicis2	1-11	14300
ACISicis2	1-11	14301
ACISicis2	1-11	14302
ACMdis2	1-11	14303
ACMdis2	1-11	14304
ACMdis2	1-11	14305
ACMdis2	1-11	14306
ACMdis2	1-11	14307
ACMdis2	1-11	14308
ACMdis2	1-11	14309
ACMdis2	1-11	14310
ACMdis2	1-11	14311
ACMdis2	1-11	14312
ACMdis2	1-11	14313
ACMdis2	1-11	14314
ACMdis2	1-11	14315
ACMdis2	1-11	14316
ACMdis2	1-11	14317
ACMdis2	1-11	14318
ACMdis2	1-11	14319
ACMdis2	1-11	14320
ACMdis2	1-11	14321
ACMdis2	1-11	14322
ACMdis2	1-11	14323
ACMdis2	1-11	14324
ACMdis2	1-11	14325
ACMdis2	1-11	14326
ACMdis2	1-11	14327
ACMdis2	1-11	14328
ACMdis2	1-11	14329
ACMdis2	1-11	14330
ACMdis2	1-11	14331
ACMdis2	1-11	14332
ACMdis2	1-11	14333
ACMdis2	1-11	14334
ACMdis2	1-11	14335
ACMdis2	1-11	14336
ACMdis2	1-11	14337
ACMdis2	1-11	14338
ACMdis2	1-11	14339
ACMdis2	1-11	14340
ACMdis2	1-11	14341
ACMdis2	1-11	14342
ACMdis2	1-11	14343
ACMdis2	1-11	14344
ACMdis2	1-11	14345
ACMdis2	1-11	14346
ACMdis2	1-11	14347
ACMdis2	1-11	14348
ACMdis2	1-11	14349
ACMdis2	1-11	14350
ACMdis2	1-11	14351
ACMdis2	1-11	14352
ACMdis2	1-11	14353
ACMdis2	1-11	14354
ACMdis2	1-11	14355
ACMdis2	1-11	14356
ACMdis2	1-11	14357
ACMdis2	1-11	14358
ACMdis2	1-11	14359
ACMdis2	1-11	14360
ACMdis2	1-11	14361
ACMdis2	1-11	14362
ACMdis2	1-11	14363
ACMdis2	1-11	14364
ACMdis2	1-11	14365
ACMdis2	1-11	14366
ACMdis2	1-11	14367
ACMdis2	1-11	14368
ACMdis2	1-11	14369
ACMdis2	1-11	14370
ACMdis2	1-11	14371
ACMdis2	1-11	14372
ACMdis2	1-11	14373
ACMdis2	1-11	14374
ACMdis2	1-11	14375
ACMdis2	1-11	14376
ACMdis2	1-11	14377
ACMdis2	1-11	14378
ACMdis2	1-11	14379
ACMdis2	1-11	14380
ACMdis2	1-11	14381
ACMdis2	1-11	14382
ACMdis2	1-11	14383
ACMdis2	1-11	14384
ACMdis2	1-11	14385
ACMdis2	1-11	14386
ACMdis2	1-11	14387
ACMdis2	1-11	14388
ACMdis2	1-11	14389
ACMdis2	1-11	14390
ACMdis2	1-11	14391
ACMdis2	1-11	14392
ACMdis2	1-11	14393
ACMdis2	1-11	14394
ACMdis2	1-11	14395
ACMdis2	1-11	14396
ACMdis2	1-11	14397
ACMdis2	1-11	14398
ACMdis2	1-11	14399
ACMdis2	1-11	14400
ACMdis2	1-11	14401
ACMdis2	1-11	14402
ACMdis2	1-11	14403
ACMdis2	1-11	14404
ACMdis2	1-11	14405
ACMdis2	1-11	14406
ACMdis2	1-11	14407
ACMdis2	1-11	14408
ACMdis2	1-11	14409
ACMdis2	1-11	14410
ACMdis2	1-11	14411
ACMdis2	1-11	14412
ACMdis2	1-11	14413
ACMdis2	1-11	14414
ACMdis2	1-11	14415
ACMdis2	1-11	14416
ACMdis2	1-11	14417
ACMdis2	1-11	14418
ACMdis2	1-11	14419
ACMdis2	1-11	14420
ACMdis2	1-11	14421
ACMdis2	1-11	14422
ACMdis2	1-11	14423
ACMdis2	1-11	14424
ACMdis2	1-11	14425
ACMdis2	1-11	14426
ACMdis2	1-11	14427
ACMdis2	1-11	14428
ACMdis2	1-11	14429
ACMdis2	1-11	14430
ACMdis2	1-11	14431
ACMdis2	1-11	14432
ACMdis2	1-11	14433
ACMdis2	1-11	14434
ACMdis2	1-11	14435
ACMdis2	1-11	14436
ACMdis2	1-11	14437
ACMdis2	1-11	14438
ACMdis2	1-11	14439
ACMdis2	1-11	14440
ACMdis2	1-11	14441
ACMdis2	1-11	14442
ACMdis2	1-11	14443
ACMdis2	1-11	14444
ACMdis2	1-11	14445
ACMdis2	1-11	14446
ACMdis2	1-11	14447
ACMdis2	1-11	14448
ACMdis2	1-11	14449
ACMdis2	1-11	14450
ACMdis2	1-11	14451
ACMdis2	1-11	14452
ACMdis2	1-11	14453
ACMdis2	1-11	14454
ACMdis2	1-11	14455
ACMdis2	1-11	14456
ACMdis2	1-11	14457
ACMdis2	1-11	14458
ACMdis2	1-11	14459
ACMdis2	1-11	14460
ACMdis2	1-11	14461
ACMdis2	1-11	14462
ACMdis2	1-11	14463
ACMdis2	1-11	14464
ACMdis2	1-11	14465
ACMdis2	1-11	14466
ACMdis2	1-11	14467
ACMdis2	1-11	14468
ACMdis2	1-11	14469
ACMdis2	1-11	14470
ACMdis2	1-11	14471
ACMdis2	1-11	14472
ACMdis2	1-11	14473
ACMdis2	1-11	14474
ACMdis2	1-11	14475
ACMdis2	1-11	14476
ACMdis2	1-11	14477
ACMdis2	1-11	14478
ACMdis2	1-11	14479
ACMdis2	1-11	14480
ACMdis2	1-11	14481
ACMdis2	1-11	14482
ACMdis2	1-11	14483
ACMdis2	1-11	14484
ACMdis2	1-11	14485
ACMdis2	1-11	14486
ACMdis2	1-11	14487
ACMdis2	1-11	14488
ACMdis2	1-11	14489
ACMdis2	1-11	14490
ACMdis2	1-11	14491
ACMdis2	1-11	14492
ACMdis2	1-11	14493
ACMdis2	1-11	14494
ACMdis2	1-11	14495
ACMdis2	1-11	14496
ACMdis2	1-11	14497
IEEEares2	1-11	14498
IEEEares2	1-11	14499
IEEEares2	1-11	14500
IEEEares2	1-11	14501
IEEEares2	1-11	14502
IEEEares2	1-11	14503
IEEEares2	1-11	14504
IEEEares2	1-11	14505
IEEEares2	1-11	14506
IEEEares2	1-11	14507
IEEEares2	1-11	14508
IEEEares2	1-11	14509
IEEEares2	1-11	14510
IEEEares2	1-11	14511
IEEEares2	1-11	14512
IEEEares2	1-11	14513
IEEEares2	1-11	14514
IEEEares2	1-11	14515
IEEEares2	1-11	14516
IEEEares2	1-11	14517
IEEEares2	1-11	14518
IEEEares2	1-11	14519
IEEEares2	1-11	14520
IEEEares2	1-11	14521
IEEEares2	1-11	14522
IEEEares2	1-11	14523
IEEEares2	1-11	14524
IEEEares2	1-11	14525
IEEEares2	1-11	14526
IEEEares2	1-11	14527
IEEEares2	1-11	14528
IEEEares2	1-11	14529
IEEEares2	1-11	14530
IEEEares2	1-11	14531
IEEEares2	1-11	14532
IEEEares2	1-11	14533
IEEEares2	1-11	14534
IEEEares2	1-11	14535
IEEEares2	1-11	14536
IEEEares2	1-11	14537
IEEEares2	1-11	14538
IEEEares2	1-11	14539
IEEEares2	1-11	14540
IEEEares2	1-11	14541
IEEEares2	1-11	14542
IEEEares2	1-11	14543
IEEEares2	1-11	14544
IEEEares2	1-11	14545
IEEEares2	1-11	14546
IEEEares2	1-11	14547
IEEEares2	1-11	14548
IEEEares2	1-11	14549
IEEEares2	1-11	14550
IEEEares2	1-11	14551
IEEEares2	1-11	14552
IEEEares2	1-11	14553
IEEEares2	1-11	14554
IEEEares2	1-11	14555
IEEEares2	1-11	14556
IEEEares2	1-11	14557
IEEEares2	1-11	14558
IEEEares2	1-11	14559
IEEEares2	1-11	14560
IEEEares2	1-11	14561
IEEEares2	1-11	14562
IEEEares2	1-11	14563
IEEEares2	1-11	14564
IEEEares2	1-11	14565
IEEEares2	1-11	14566
IEEEares2	1-11	14567
IEEEares2	1-11	14568
IEEEares2	1-11	14569
IEEEares2	1-11	14570
IEEEares2	1-11	14571
IEEEares2	1-11	14572
IEEEares2	1-11	14573
IEEEares2	1-11	14574
IEEEares2	1-11	14575
IEEEares2	1-11	14576
IEEEares2	1-11	14577
IEEEares2	1-11	14578
IEEEares2	1-11	14579
IEEEares2	1-11	14580
IEEEares2	1-11	14581
IEEEares2	1-11	14582
IEEEares2	1-11	14583
IEEEares2	1-11	14584
IEEEares2	1-11	14585
IEEEares2	1-11	14586
IEEEares2	1-11	14587
IEEEares2	1-11	14588
IEEEares2	1-11	14589
IEEEares2	1-11	14590
IEEEares2	1-11	14591
IEEEares2	1-11	14592
IEEEares2	1-11	14593
IEEEares2	1-11	14594
IEEEares2	1-11	14595
IEEEares2	1-11	14596
IEEEares2	1-11	14597
IEEEares2	1-11	14598
IEEEares2	1-11	14599
IEEEares2	1-11	14600
IEEEares2	1-11	14601
IEEEares2	1-11	14602
IEEEares2	1-11	14603
IEEEares2	1-11	14604
IEEEares2	1-11	14605
IEEEares2	1-11	14606
IEEEares2	1-11	14607
IEEEares2	1-11	14608
IEEEares2	1-11	14609
IEEEares2	1-11	14610
IEEEares2	1-11	14611
IEEEares2	1-11	14612
IEEEares2	1-11	14613
IEEEares2	1-11	14614
IEEEares2	1-11	14615
IEEEares2	1-11	14616
IEEEares2	1-11	14617
IEEEares2	1-11	14618
IEEEares2	1-11	14619
IEEEares2	1-11	14620
IEEEares2	1-11	14621
IEEEares2	1-11	14622
IEEEares2	1-11	14623
IEEEares2	1-11	14624
IEEEares2	1-11	14625
IEEEcloud2	1-11	14626
IEEEcloud2	1-11	14627
IEEEcloud2	1-11	14628
IEEEcloud2	1-11	14629
IEEEcloud2	1-11	14630
IEEEcloud2	1-11	14631
IEEEcloud2	1-11	14632
IEEEcloud2	1-11	14633
IEEEcloud2	1-11	14634
IEEEcloud2	1-11	14635
IEEEcloud2	1-11	14636
IEEEcloud2	1-11	14637
IEEEcloud2	1-11	14638
IEEEcloud2	1-11	14639
IEEEcloud2	1-11	14640
IEEEcloud2	1-11	14641
IEEEcloud2	1-11	14642
IEEEcloud2	1-11	14643
IEEEcloud2	1-11	14644
IEEEcloud2	1-11	14645
IEEEcloud2	1-11	14646
IEEEcloud2	1-11	14647
IEEEcloud2	1-11	14648
IEEEcloud2	1-11	14649
IEEEcloud2	1-11	14650
IEEEcloud2	1-11	14651
IEEEcloud2	1-11	14652
IEEEcloud2	1-11	14653
IEEEcloud2	1-11	14654
IEEEcloud2	1-11	14655
IEEEcloud2	1-11	14656
IEEEcloud2	1-11	14657
IEEEcloud2	1-11	14658
IEEEcloud2	1-11	14659
IEEEcloud2	1-11	14660
IEEEcloud2	1-11	14661
IEEEcloud2	1-11	14662
IEEEcloud2	1-11	14663
IEEEcloud2	1-11	14664
IEEEcloud2	1-11	14665
IEEEcloud2	1-11	14666
IEEEcloud2	1-11	14667
IEEEcloud2	1-11	14668
IEEEcloud2	1-11	14669
IEEEcloud2	1-11	14670
IEEEcloud2	1-11	14671
IEEEcloud2	1-11	14672
IEEEcloud2	1-11	14673
IEEEcloud2	1-11	14674
IEEEcloud2	1-11	14675
IEEEcloud2	1-11	14676
IEEEcloud2	1-11	14677
IEEEcloud2	1-11	14678
IEEEcloud2	1-11	14679
IEEEcloud2	1-11	14680
IEEEcloud2	1-11	14681
IEEEcloud2	1-11	14682
IEEEcloud2	1-11	14683
IEEEcloud2	1-11	14684
IEEEcloud2	1-11	14685
IEEEcloud2	1-11	14686
IEEEcloud2	1-11	14687
IEEEcloud2	1-11	14688
IEEEcloud2	1-11	14689
IEEEcloud2	1-11	14690
IEEEcloud2	1-11	14691
IEEEcloud2	1-11	14692
IEEEcloud2	1-11	14693
IEEEcloud2	1-11	14694
IEEEcloud2	1-11	14695
IEEEcloud2	1-11	14696
IEEEcloud2	1-11	14697
IEEEcloud2	1-11	14698
IEEEcloud2	1-11	14699
IEEEcloud2	1-11	14700
IEEEcloud2	1-11	14701
IEEEcloud2	1-11	14702
IEEEcloud2	1-11	14703
IEEEcloud2	1-11	14704
IEEEcloud2	1-11	14705
IEEEcloud2	1-11	14706
IEEEcloud2	1-11	14707
IEEEcloud2	1-11	14708
IEEEcloud2	1-11	14709
IEEEcloud2	1-11	14710
IEEEcloud2	1-11	14711
IEEEcloud2	1-11	14712
IEEEcloud2	1-11	14713
IEEEcloud2	1-11	14714
IEEEcloud2	1-11	14715
IEEEcloud2	1-11	14716
IEEEcloud2	1-11	14717
IEEEcloud2	1-11	14718
IEEEcloud2	1-11	14719
IEEEcloud2	1-11	14720
IEEEcloud2	1-11	14721
IEEEcloud2	1-11	14722
IEEEcloud2	1-11	14723
IEEEcloud2	1-11	14724
IEEEcloud2	1-11	14725
IEEEcloud2	1-11	14726
IEEEcloud2	1-11	14727
IEEEcloud2	1-11	14728
IEEEcloud2	1-11	14729
IEEEcloud2	1-11	14730
IEEEcloud2	1-11	14731
IEEEcloud2	1-11	14732
IEEEcloud2	1-11	14733
IEEEcloud2	1-11	14734
IEEEcloud2	1-11	14735
IEEEcloud2	1-11	14736
IEEEcloud2	1-11	14737
IEEEcloud2	1-11	14738
IEEEcloud2	1-11	14739
IEEEcloud2	1-11	14740
IEEEcloud2	1-11	14741
IEEEcloud2	1-11	14742
IEEEcloud2	1-11	14743
IEEEcloud2	1-11	14744
IEEEcloud2	1-11	14745
IEEEcloud2	1-11	14746
IEEEcloud2	1-11	14747
IEEEcloud2	1-11	14748
IEEEcloud2	1-11	14749
IEEEcloud2	1-11	14750
IEEEcloud2	1-11	14751
IEEEcloud2	1-11	14752
IEEEcloud2	1-11	14753
IEEEcloud2	1-11	14754
IEEEcloud2	1-11	14755
IEEEcloud2	1-11	14756
IEEEcloud2	1-11	14757
IEEEcloud2	1-11	14758
IEEEcloud2	1-11	14759
IEEEcloud2	1-11	14760
IEEEcloud2	1-11	14761
IEEEcloud2	1-11	14762
IEEEcloud2	1-11	14763
IEEEcloud2	1-11	14764
IEEEcloud2	1-11	14765
IEEEcloud2	1-11	14766
IEEEcloud2	1-11	14767
IEEEcloud2	1-11	14768
IEEEcloud2	1-11	14769
IEEEcloud2	1-11	14770
IEEEicci2	1-11	14771
IEEEicci2	1-11	14772
IEEEicci2	1-11	14773
IEEEicci2	1-11	14774
IEEEicci2	1-11	14775
IEEEicci2	1-11	14776
IEEEicci2	1-11	14777
IEEEicci2	1-11	14778
IEEEicci2	1-11	14779
IEEEicci2	1-11	14780
IEEEicci2	1-11	14781
IEEEicci2	1-11	14782
IEEEicci2	1-11	14783
IEEEicci2	1-11	14784
IEEEicci2	1-11	14785
IEEEicci2	1-11	14786
IEEEicci2	1-11	14787
IEEEicci2	1-11	14788
IEEEicci2	1-11	14789
IEEEicci2	1-11	14790
IEEEicci2	1-11	14791
IEEEicci2	1-11	14792
IEEEicci2	1-11	14793
IEEEicci2	1-11	14794
IEEEicci2	1-11	14795
IEEEicci2	1-11	14796
IEEEicci2	1-11	14797
IEEEicci2	1-11	14798
IEEEicci2	1-11	14799
IEEEicci2	1-11	14800
IEEEicci2	1-11	14801
IEEEicci2	1-11	14802
IEEEicci2	1-11	14803
IEEEicci2	1-11	14804
IEEEicci2	1-11	14805
IEEEicci2	1-11	14806
IEEEicci2	1-11	14807
IEEEicci2	1-11	14808
IEEEicci2	1-11	14809
IEEEicci2	1-11	14810
IEEEicci2	1-11	14811
IEEEicci2	1-11	14812
IEEEicci2	1-11	14813
IEEEicci2	1-11	14814
IEEEicci2	1-11	14815
IEEEicci2	1-11	14816
IEEEicci2	1-11	14817
IEEEicci2	1-11	14818
IEEEicci2	1-11	14819
IEEEicci2	1-11	14820
IEEEicci2	1-11	14821
IEEEicci2	1-11	14822
IEEEicci2	1-11	14823
IEEEicci2	1-11	14824
IEEEicci2	1-11	14825
IEEEicci2	1-11	14826
IEEEicci2	1-11	14827
IEEEicci2	1-11	14828
IEEEicci2	1-11	14829
IEEEicci2	1-11	14830
IEEEicci2	1-11	14831
IEEEicci2	1-11	14832
IEEEicci2	1-11	14833
IEEEicci2	1-11	14834
IEEEicci2	1-11	14835
IEEEicci2	1-11	14836
IEEEicci2	1-11	14837
IEEEicci2	1-11	14838
IEEEicci2	1-11	14839
IEEEicci2	1-11	14840
IEEEicci2	1-11	14841
IEEEicci2	1-11	14842
IEEEicci2	1-11	14843
IEEEicci2	1-11	14844
IEEEicci2	1-11	14845
IEEEicci2	1-11	14846
IEEEicci2	1-11	14847
IEEEicci2	1-11	14848
IEEEicci2	1-11	14849
IEEEicci2	1-11	14850
IEEEicci2	1-11	14851
IEEEicci2	1-11	14852
IEEEicci2	1-11	14853
IEEEicci2	1-11	14854
IEEEicci2	1-11	14855
IEEEicci2	1-11	14856
IEEEicci2	1-11	14857
IEEEicci2	1-11	14858
IEEEicci2	1-11	14859
IEEEicci2	1-11	14860
IEEEicci2	1-11	14861
IEEEicci2	1-11	14862
IEEEpact2	1-11	14863
IEEEpact2	1-11	14864
IEEEpact2	1-11	14865
IEEEpact2	1-11	14866
IEEEpact2	1-11	14867
IEEEpact2	1-11	14868
IEEEpact2	1-11	14869
IEEEpact2	1-11	14870
IEEEpact2	1-11	14871
IEEEpact2	1-11	14872
IEEEpact2	1-11	14873
IEEEpact2	1-11	14874
IEEEpact2	1-11	14875
IEEEpact2	1-11	14876
IEEEpact2	1-11	14877
IEEEpact2	1-11	14878
IEEEpact2	1-11	14879
IEEEpact2	1-11	14880
IEEEpact2	1-11	14881
IEEEpact2	1-11	14882
IEEEpact2	1-11	14883
IEEEpact2	1-11	14884
IEEEpact2	1-11	14885
IEEEpact2	1-11	14886
IEEEpact2	1-11	14887
IEEEpact2	1-11	14888
IEEEpact2	1-11	14889
IEEEpact2	1-11	14890
IEEEpact2	1-11	14891
IEEEpact2	1-11	14892
IEEEpact2	1-11	14893
IEEEpact2	1-11	14894
IEEEpact2	1-11	14895
IEEEpact2	1-11	14896
IEEEpact2	1-11	14897
IEEEpact2	1-11	14898
IEEEscc2	1-11	14899
IEEEscc2	1-11	14900
IEEEscc2	1-11	14901
IEEEscc2	1-11	14902
IEEEscc2	1-11	14903
IEEEscc2	1-11	14904
IEEEscc2	1-11	14905
IEEEscc2	1-11	14906
IEEEscc2	1-11	14907
IEEEscc2	1-11	14908
IEEEscc2	1-11	14909
IEEEscc2	1-11	14910
IEEEscc2	1-11	14911
IEEEscc2	1-11	14912
IEEEscc2	1-11	14913
IEEEscc2	1-11	14914
IEEEscc2	1-11	14915
IEEEscc2	1-11	14916
IEEEscc2	1-11	14917
IEEEscc2	1-11	14918
IEEEscc2	1-11	14919
IEEEscc2	1-11	14920
IEEEscc2	1-11	14921
IEEEscc2	1-11	14922
IEEEscc2	1-11	14923
IEEEscc2	1-11	14924
IEEEscc2	1-11	14925
IEEEscc2	1-11	14926
IEEEscc2	1-11	14927
IEEEscc2	1-11	14928
IEEEscc2	1-11	14929
IEEEscc2	1-11	14930
IEEEscc2	1-11	14931
IEEEscc2	1-11	14932
IEEEscc2	1-11	14933
IEEEscc2	1-11	14934
IEEEscc2	1-11	14935
IEEEscc2	1-11	14936
IEEEscc2	1-11	14937
IEEEscc2	1-11	14938
IEEEscc2	1-11	14939
IEEEscc2	1-11	14940
IEEEscc2	1-11	14941
IEEEscc2	1-11	14942
IEEEscc2	1-11	14943
IEEEscc2	1-11	14944
3dim3	1-11	14945
3dim3	1-11	14946
3dim3	1-11	14947
3dim3	1-11	14948
3dim3	1-11	14949
3dim3	1-11	14950
3dim3	1-11	14951
3dim3	1-11	14952
3dim3	1-11	14953
3dim3	1-11	14954
3dim3	1-11	14955
3dim3	1-11	14956
3dim3	1-11	14957
3dim3	1-11	14958
3dim3	1-11	14959
3dim3	1-11	14960
3dim3	1-11	14961
3dim3	1-11	14962
3dim3	1-11	14963
3dim3	1-11	14964
3dim3	1-11	14965
3dim3	1-11	14966
3dim3	1-11	14967
3dim3	1-11	14968
3dim3	1-11	14969
3dim3	1-11	14970
3dim3	1-11	14971
3dim3	1-11	14972
3dim3	1-11	14973
3dim3	1-11	14974
3dim3	1-11	14975
3dim3	1-11	14976
3dim3	1-11	14977
3dim3	1-11	14978
3dim3	1-11	14979
3dim3	1-11	14980
3dim3	1-11	14981
3dim3	1-11	14982
3dim3	1-11	14983
3dim3	1-11	14984
3dim3	1-11	14985
3dim3	1-11	14986
3dim3	1-11	14987
3dim3	1-11	14988
3dim3	1-11	14989
3dim3	1-11	14990
3dim3	1-11	14991
3dim3	1-11	14992
3dim3	1-11	14993
3dim3	1-11	14994
3dim3	1-11	14995
3dim3	1-11	14996
3dim3	1-11	14997
3dim3	1-11	14998
3dim3	1-11	14999
3dim3	1-11	15000
3dim3	1-11	15001
3dim3	1-11	15002
3dim3	1-11	15003
3dim3	1-11	15004
3dim3	1-11	15005
3dim3	1-11	15006
3dim3	1-11	15007
3dim3	1-11	15008
3dim3	1-11	15009
3dim3	1-11	15010
3dim3	1-11	15011
3dim3	1-11	15012
3dim3	1-11	15013
3dim3	1-11	15014
3dim3	1-11	15015
3dim3	1-11	15016
3dim3	1-11	15017
3dor3	1-11	15018
3dor3	1-11	15019
3dor3	1-11	15020
3dor3	1-11	15021
3dor3	1-11	15022
3dor3	1-11	15023
3dor3	1-11	15024
3dor3	1-11	15025
3dor3	1-11	15026
3dor3	1-11	15027
3dor3	1-11	15028
3dor3	1-11	15029
3dor3	1-11	15030
3dor3	1-11	15031
3dor3	1-11	15032
3dor3	1-11	15033
3dor3	1-11	15034
3dor3	1-11	15035
3dtv3	1-11	15036
3dtv3	1-11	15037
3dtv3	1-11	15038
3dtv3	1-11	15039
3dtv3	1-11	15040
3dtv3	1-11	15041
3dtv3	1-11	15042
3dtv3	1-11	15043
3dtv3	1-11	15044
3dtv3	1-11	15045
3dtv3	1-11	15046
3dtv3	1-11	15047
3dtv3	1-11	15048
3dtv3	1-11	15049
3dtv3	1-11	15050
3dtv3	1-11	15051
3dtv3	1-11	15052
3dtv3	1-11	15053
3dtv3	1-11	15054
3dtv3	1-11	15055
3dtv3	1-11	15056
3dtv3	1-11	15057
3dtv3	1-11	15058
3dtv3	1-11	15059
3dtv3	1-11	15060
3dtv3	1-11	15061
3dtv3	1-11	15062
3dtv3	1-11	15063
