:START_ID(Author)	:END_ID(Article)
Yaojie Lu	13892
Narendra D. Londhe	16422
Eden Saig	3460
Arkadiusz Lewicki	19915
Michel Dumontier	10861
Bassem I. Nasser	17531
Ning Li 0001	13181
Georges Pavlidis	17036
Hanyun Shen	15940
Ngoc-Dung T. Tieu	17334
Efim A. Kolesnikov	10470
Girish Joshi	9093
Sanjay Kumar Biswash	14628
Gerardo I. Pérez-Soto	16892
Hideya Nakanishi	1341
Stratis Ioannidis	12062
Anita Bai	4957
Reinoud F. Wolffenbuttel	5491
Hugo Folgado	122
Anjana S	16592
N. K. Philip	4278
Tiegen Liu	4339
Mengqi Yang	14824
Bruno Canitia	14243
Ali Mohammad Nikbakht	13091
Lukas Dresel	6557
Stefan Hofbauer	8567
Wen-Long Ming	1381
Christoph Palm	3220
Peng Qinke	13016
Shoukry I. Shams	13356
Giovanni Beltrame	17830
Roberto Gómez-García	14451
Xhi Jia Tan	12656
Pachamuthu Rajalakshmi	11881
Carlos M. Ramírez Casañas	5724
Shyqyri Haxha	4442
Remo Ziegler	7065
Xi&apos;an Feng	10565
Avi Bar-Cohen	4122
Zhaocheng Wang 0001	2540
Marc Feeley	1669
Minghuan Zhao	17857
Taro Maeda	5135
Mikhail Chalabine	18238
Bo Huang 0009	5482
Shao-Yun Fang	10757
Min Zhu	18323
Harm M. Bartholomeus	10381
Tingting Qin	12828
Baochang Shi	15745
Shushma Patel	17722
Rucha Kulkarni	8909
Armin Grünewald	10255
Yinliang Xu	12444
Sarmad Ullah Khan	8498
Ying-Yun Chen	7357
Parisa Bakhtiari	5963
Samir Attoub	447
Touhidul Alam	19177
Yu-Chen Hu	12428
Andrew P. Wilson	104
Jérémy Robert	18919
Maria T. Chiaradia	9118
Abdulla Al-Kaff	12739
X. Belleken	10105
Janne Janhunen	16391
Edwin Jáuregui	5152
Ioannis Patras	17072
Sameir Deif	19517
Chakavak Esmaeili	1374
Hiroshi Ohtake	723
Toshihiro Kobayashi	19586
Feng Liang	16589
Zhaoyang Zhang 0003	814
Ali Özgür Yilmaz	15484
Pierluigi Novi Inverardi	6106
Eunjong Ahn	9654
Sara Lakani	10636
Huafu Liu	15050
Oussama Meski	2811
Naim Bitar	6786
Hong Chen 0003	12875
Jenq-Yang Chang	7796
Marta Kolasa	4926
Do Hanh Ngan Bui	18385
Xiuhe Wang	12356
Guixi Liu	15922
Lorenzo Seidenari	16403
Weixing Wang	18589
Yanpeng Wu	3578
Soung Chang Liew	10815
Ahmed Salih Al-Khaleefa	2431
Ziyan Ju	5277
Rodolfo L. Patyk	5649
Agnieszka Wylomanska	11277
Guillermo Licea	14194
V. J. Bolós	10901
Antoine Petit 0003	5201
Mansour Ojaghi	7787
Amir Hussain	14601
David González	19480
Fukun Bi	6554
Nuno Gracias	1014
Yu-Chian Lin	7930
Serge Hiligsmann	7513
Dedi Irawan	5413
Mehdi Azadmehr	7736
Harald Wiesbauer	13640
Alireza Ramyar	12508
Yijie Zhou	13710
Jia-Ching Wang	18873
Ibtisam A. Abbas Al-Darkazly	1230
Zhengzheng Liu	6599
Chi-Wai Chow	2455
Adel Boukhadra	2639
Daniel Germinario	1979
Chul-Ho Won	14296
Ayman F. Habib	12728
Zijun Zhuang	15917
Zichen Miao	14145
Maitreya Natu	5222
Steven Neale	13617
Matthias Preindl	19511
Rodrigo A. Ramos	19722
Jakub Pavlík	6537
Guoqiang Wang	1948
Elyan Al Machot	19867
Viorica Patraucean	8317
Calogero M. Oddo	2844
Aina Sui	230
Juan A. Delgado-Notario	1106
Alvaro Orellana	2197
Dongdong Yu	897
Junhua Sun	3198
Bernhard Radke	13562
David Al-Khalili	696
Parisa Rastin	15269
Chad Heitzenrater	15710
Yancong Lin	19030
Chang-Min Kim	2396
Josef Lazar	15107
Dina Bousdar Ahmed	4825
Nabil Khalid	7186
Yu Yu 0002	19726
Michael E. Atwood	16776
Ami Hannon	3000
Chuansheng Cao	5143
Cheng-Horng Lin	12628
Yu Xiao	12140
Liangjian Lyu	17382
Roger Ceschi	18465
Yu Jia	1241
Saswat Padhi	18007
Wen Zhong	1393
Jonathan Arnold	11355
Davide Gandolfi	15998
Akira Yoshizawa	16563
Chandra Kambhamettu	7697
Bong Seok Park	17624
Alberto Barbosa Raposo	14919
Dalton de A. Honorio	13078
Xinbo Li	3876
Namgyu Kim	6633
Xiaoyi Zhou	10224
Carl F. DiSalvo	6304
Zuguo Chen	8124
Ser-Nam Lim	11467
Fernando Ortega 0001	13863
Chuanqiang Lian	14441
Yi Sun	59
Jun He 0004	18440
SangKeun Lee	14624
Priyan Malarvizhi Kumar	7740
Sarunas Kalade	17067
Mario A. Rojas	15452
Tymoteusz Lindner	8205
Wenchao Meng	17936
S. Schacham	10568
Fei Huang	18725
H. K. Samitha Ransara	10539
Michal Kedzierski	8752
Zhancheng Zhang	18418
Huizilopoztli Luna-García	9307
Yahya Mohamed Elhadj	18454
Dhafer J. Almakhles	523
Paolo Mattavelli	17164
Sathya Peri	19548
Stéphane Maag	6821
Yusha Li	6044
Gyeong-Hun Kim	11625
Hardik Sharma	18514
Dandan Lu	6986
Francesco Piccialli	13894
Xue Jun Li	16607
Lindsay Grace	3334
Yuru Lin	653
Femi A. Aderohunmu	18863
Baruch Globen	2232
Shiai Zhu	118
Shingo Kato	15332
Zhou Liu	12761
Ian B. Strachan	9926
Xinnan Fan	17088
Pedro Martín	11421
Guilherme de Azevedo e Melo	1754
Shanbing Li	16030
Nicolas Jeanniot	10436
Chao Shen	14337
Jinfeng Liu 0002	11672
Luiz Eduardo Borges da Silva	13410
Manogna Thimma	6372
Alexander Schmitz	18287
Zhengzhe Xiang	2858
Jianguo Guo	18318
Wen-Hung Liao	11114
Thijs M. Tönis	11540
Alessio Agrimi	5917
Zhenhua Xiong	17877
Wan-Chi Siu	14686
Radhakant Padhi	3214
Xiwei Fan	5135
Masaki Torimura	10251
Bernd Hitzmann	12881
Cuizhen Wang	16018
Mohammed Mreea	4543
Jieun Lee	14884
Bernt Schiele	16664
Rahul Sukthankar	8197
Sheng Xu	16305
Hong-Bin Wang	8625
Li Gu	11759
Duo Wai-Chi Wong	18902
John F. McDonald	15417
Rafael Santos	5371
Lindsay M. Grayson	6736
Bei Wu	3028
Guan-Ting Yeh	5199
Simeng Feng	15992
Changxin Gao	19939
Anuradha Kar	10388
Chinmay Savadikar	10680
Philippe Le Moigne	7238
Kui Young Park	8419
Garima Chopra	9459
Guo-Cheng Lan	5775
Ziyu Guo	16273
Long-Ting Huang	8237
Dariusz Szmigiel	863
Luoming Meng	9422
Weiming Li	13904
Luise Senkel	3631
Wen-Ching Chiu	3364
Filip Van der Schueren	14620
Wei Wang 0054	15836
Firouzeh Taghikhah	10331
Øystein Skotheim	12251
Pawel Korus	875
Kedar Nath Das	6454
Guillaume Damiand	6733
XiaoSu Xu	925
Praveen Nalla	2062
Ruituo Huai	2271
George Nikolakopoulos	11641
C.-J. Richard Shi	9629
Kai-Lung Hua	8098
Markus Wirth	14368
Luís Gomes 0001	13193
Shadi Alian	13244
Johann Schleier-Smith	18582
Changjian Fang	10579
Denis Kalkofen	5343
Julian Chang	5780
Charles Christoffer	2841
Gradimir V. Milovanovic	6246
Sina Etemad	11120
Tad Hirsch	19611
Alessandro Soro	218
Joseph Zammit	2964
Arnaud Soulet	7079
Hugo O. Garces	14626
Baoxin Chen	17836
Fisher Yu	8291
Gerardo Francisco Pérez-Sánchez	12672
Jiwen Cui	15992
Jingyu Wang	1296
Zeeshan Hameed Mir	882
Omamah Al-Mahaseneh	9960
Lennart Elsen	12031
Fernando Gómez-Bravo	16712
Yoshiyuki Shinkawa	16052
Wen-Yan Yin	9766
Didier Stien	9274
C. Pandu Rangan	17383
Pranav Subramaniam	18923
Xin Wang 0020	11034
Davidson R. Boccardo	3117
Antonio L. Furtado	4024
Xinlei Ma	5182
Yiguang Hong	17668
Linas Minkevicius	5976
Christian Wietfeld	9290
Meiyu Wei	15958
Zijia Huang	15548
Suheil A. Khuri	1730
Milton Sérgio Fernandes de Lima	2520
Ignace Loris	15879
Juan F. De Paz	16938
Yiu-Hsiang Chang	15831
Peijun Feng	3512
Wanghyun Kim	11654
Mukesh Prasad	15237
Abhilash Gangadharan	287
Justinas Gargasas	640
Jae-Joon Kim	5440
Vincenzo Chiaramida	2959
Liping Liang	12161
Yang Li	16570
Weijie Wang	2547
Georgios Xilouris	11745
Jianfeng Luo	18169
Zeke Wang	8844
Brendan DeBrincat	5222
Qiaodong Cui	296
Abdulaziz S. Almazyad	10178
Yishuai Lin	13568
Maria Chiara Liguori	15130
Xiaodan Shen	518
Mingjun Jiang	7957
Wenming Cao	11686
Wenbo Wang 0007	3674
Raul Peña	13316
Mirmojtaba Gharibi	13353
Sye Loong Keoh	2230
Paul Verlaine Gakne	19034
Borja Esteban	5238
Roland Lieger	12139
Xiaofeng Ma	11161
Mounir Boukadoum	9320
Lijun Gao	16660
Soo Yeol Lee	18466
Md. Habibullah	16809
Carlos Manuel Travieso-González	13463
Jason Dykstra	3422
Yoonjin Hyun	11125
Kazuya Okamoto	1840
Pei-Yin Chao	3410
Sneha Bhattacharyya	8241
Guangyong Li	10596
Maurizio Candidi	18901
Jeong-Rae Cho	18943
Ping He	16001
Nandana Rajatheva	2754
Camilo Villagrán	11489
Iztok Savnik	3094
Honghua Hou	14022
Ning Wang 0008	1884
Truong-Duy Duong	4706
Tao Yang 0006	4600
Shuda Li	50
Anders Krogh Mortensen	18240
Jianshan Zhou	9321
Quan Chen 0003	1501
Junhui Zhang	2802
Hirofumi Yamaura	795
Liming Shi	3714
William Spataro	9756
ElMouatez Billah Karbab	1431
Tommaso Melodia	6075
Dominique Bouchard	6196
Amina Dawood	18848
Siddhartha Nandi	3801
Sarah Linz	8468
Jean Meunier	12092
Anja Boisen	13797
Václav Jirovský	1447
Amr El Abbadi	7980
Mohammad Tariqul Islam	15059
Manik Lal Das	4571
Changpeng Ti	17232
Matthias Mattelaer	8550
Utsab Kundu	18351
A. L. Elshafei	11645
Ibrahim Anka Salihu	1167
Bowen Feng	13829
Guofu Zhou	18638
Mohamed Labana	9340
Batu Aytemiz	9912
Lichao Chen	1660
Omar N. Nezamuddin	16246
Na-Na Wang	12077
Andrew Ciambrone	3017
Bingsheng He	6724
Luu Nguyen	18055
Mogens Lau	12834
Ch. RamReddy	8389
Jianping Xuan	18953
Hani Fikry Ragai	2033
Chandra P. Giri	9449
Giuseppe Consentino	3484
Kenneth Y. Goldberg	12844
A. Baki Kocaballi	17104
Jeffrey S. Erickson	14579
Nicolas Bulteau	17484
Dimitrios Papamartzivanos	1807
Mohamad Kamarol Mohd Jamil	11643
Hamid Reza Karimi	7273
Philippe Aniorté	3670
Mathias Baert	9418
Chia-Yu Chang	9941
Zhe Zhou	16223
Amr F. Desouky	1473
Wasim Ahmad	13945
Majid Alotaibi	19449
Linghua Zhang	17856
Yun Sun	12583
Shankar Karuppayah	19308
Joanna McGrenere	16649
Amir Rubin	12890
Peiyao Shen	16392
Ishan Jaithwa	19542
Xinyi Le	7153
Robert Camilleri	611
Jan Bacik	19372
Martin Zádník	18996
André Chailloux	10899
Jesús E. Villadangos	12761
Yuting Ye	9064
Rémi Bismuth	2891
Yuri Alvarez Lopez	9006
Zhong Zhao	11557
Jennifer Hennessey	16576
Dharmendra Sharma	11520
Keun Ho Ryu	10963
Pedro Albertos	3549
Edward Strauser	11433
Yassine Amirat	7355
Beixiong Zheng	17113
Wonjun Hwang	7114
Luiz Antônio de Souza Ribeiro	13012
Mohammad Anwar Hosen	18412
Zhu Chen	384
Julius Lischeid	4153
Einar Hallberg	14425
Tomás Jirsík	10226
Eesa Al Solami	2145
Nancy Elizabeth González-Sierra	13526
Ville Kankainen	14940
Yuedong Kong	16794
Mano Misra	11510
Assunta Bertaccini	4302
Milan Cermák	7671
Shengdong Mu	3684
Christine Gommenginger	15213
Katharina Dormann	18875
Xiaoyao Liang	19900
Pattie Maes	10898
Eric Avila-Vales	7656
Myeong-jin Lee	16969
R. Mark Nelms	12826
Daiki Ito	840
Shweta Agarwala	13058
Yew Ming Yeap	3381
Corinna Schmitt	10129
Jane Loh	18168
Sinong Chen	15170
Xide Li	32
Leibin Ni	1057
Li Xie	1636
César A. Collazos	1947
Zhongrui Huang	18221
Ming Liu 0014	14356
Mariana Mocanu	17704
Guillaume Sandou	19821
Jean Ho Chu	12254
Munkhbayar Bat-Erdene	7938
Kai Chen	19442
Chia-Hua Chen	376
Christian Weismayer	13556
Carlos Mario Muñoz	7804
Raghava Rao Mukkamala	15794
Shunsuke Takahagi	2060
David Berend	4984
S. Rojathai	1673
Gang Chen	14179
Fan Gao	17144
Stefano Monti	7493
Takuto Nakamura	12489
Aintzane Armentia	18868
Omar A. Elgendy	1568
Jose A. Marmolejo Saucedo	16429
Fernando Pereira 0001	9360
Fabio Zottele	3447
Yasuo Kinouchi	2587
Yu Dai	1674
Huan Chang	6011
Filip Gustafsson	8150
Mikhael Bechelany	13713
Yuki Ogawa	15020
Shu Hamada	8845
Roberto Greco	16723
Antonis Economou	13225
Hamidreza Jafarian	13858
Koustav Rudra	17598
Federico Sukno	9752
Edgar R. Rodríguez Ramírez	17345
Tristan Henderson	1256
Jianming Huang	14341
Guochun Ren	3832
Srikanth Kotra	11617
Ermyas Abebe	4482
Xingyu Zhou	12687
Si Cheng	10030
Yacine Halfaya	6577
Giuseppe Ciraolo	13249
Ahamad Tajudin Khader	774
Edmond Boyer	7080
Atish Pawar	3889
Zhi Li	6151
Umberto Castellani	6494
Li Qiu	13443
Keman Huang	19893
Johnathan Bush	1355
Maria G. Douvika	9059
Muhammad Shahbaz	18748
Nathalie Baracaldo	2662
Peng Xia	9935
Jaroslaw Krygier	17841
Erich Zöchmann	5754
Kenji Kogo	18009
Alfonso Gómez-Espinosa	5666
Helen Gibson	18814
Markus Becherer	13728
Tianjin Huang	2702
Christian Wietfeld	7222
Renan Samuel da Silva	5967
Longsheng Fu	15024
Joe Marshall	3135
Weidong Qiu	19916
Ioannis Kapsalis	16277
Sohyun Koo	7069
Vicky Liu	5476
Berto de Tácio Pereira Gomes	1067
Stefan Meyer	16114
Jürgen P. Schultz	15409
Pascal Vivet	6314
Matthew Leeds	3383
Sara El Alaoui	19768
Gilles Martin	2785
Marc J. Madou	11949
Isao Shimoyama	3403
Jiangxia Zhong	5338
Charles Alix Manier	13574
Federica Freschi	9843
Kuan-Ting Chen	8584
Sarder Fakhrul Abedin	15265
Zhuo Tang	12243
Sandip Chakraborty	3427
Qing Gao	12763
Muhammad Khurram Khan	13699
Ziwen Guo	1021
Adil I. Erzin	3224
Thomas Heinis	18453
Masayuki Nakane	7348
Shenggang Yan	16071
Kazuyuki Fujita	17874
Michal Havlena	11419
Nhu-Ngoc Dao	15381
Brian G. Stewart	1437
Jutta Fortmann	3151
Ahmed Ibrahim	10741
Ashok Kumar Turuk	10053
Simone Mora	11664
Chih-Yen Wang	936
Marco Pratesi	7593
Kai Shi 0005	12714
Manuel Sprung	5661
Huijun Wang	19757
Zhenbin Zhang	14461
Bernhard Bauer	6613
Mohammed A. Zikry	10236
SungHo Myoung	12474
Sachi Nishida	18775
Francisco Luna-Valero	16982
T. Y. Ji	10455
Wen-Fei Dong	15052
Tim Koenings	4314
Hao Wang 0040	4161
Gianluca Borghini	4748
Younseong Song	6827
Qi Ouyang	16087
N. Rajesh Pillai	19409
Libor Vesely	5850
Thomas Silverston	3480
Mohammad Omar Khyam	17630
Masayuki Yokoi	12415
Franziska Maria Tachtler	4369
Guohui Yuan	12797
Shuangnian Hu	4079
Myungjoon Choi	19073
Xin Bian	3161
Yongping Hu	7604
Richard D. Braatz	14204
Frederik M. De Belie	17343
Rui Yang 0001	6405
Zinan Wang	10992
Xingang Mou	1759
Weixing Chen	7780
Petr Gregor	1532
D. N. F. Awang Iskandar	5747
Tianfeng Shen	7971
Lingli Zhao	19348
Jieru Chi	341
Muhammad Bilal Bashir	5697
Thomas Lukasiewicz	19617
Avril R. Williams	15313
Feng Xu	10025
Debasish Sena	18390
Andrea Martini	3680
Lóránt Farkas	14694
Junkun Zhang	1288
Jevgenij Pavlov	9712
Manish Biyani	12806
Jose C. R. Filho	6460
Milua Masikini	3570
Satoshi Ichikawa	3549
Baldemar Ibarra-Escamilla	5320
Jiancheng Song	11715
Ardelio Galletti	7535
Canan Çelik	8120
Costantino Menna	16775
Xiao Li 0004	1821
Michel J. Cervantes	6780
Chris Sweeney	12124
Ryoma Tabata	8625
Akihiro Ohori	18613
Che-Chang Chang	16306
Panayotis G. Cottis	10247
Shyh-Jier Huang	744
Ahmed F. Abdou	16388
Lorenzo Mossucca	6447
Jesús Doval-Gandoy	5112
Nicolette T. Prevost	11931
Wei Liang 0001	4358
Fei Teng	13046
Donglin Cao	13124
Jiaxing Wang	10016
Takashi Kikuchi	446
Mariana Pereira	17452
Qiang Zhu	7444
Shubhadip Mitra	4688
Lin Zhao 0001	14632
Geyi Sheng	6972
Xiao-Hong Zheng	19004
Federico Alimenti	367
David J. Love	2801
Dorottya Papp	11701
Fang Zhou	10197
Abdel Ghani Karkar	11891
Brian Pfretzschner	1552
Hao Jiang 0007	7059
Chris Hodapp	2247
Heping Jiang	14761
Niklas Karvonen	1242
Vinícius Gusmão Pereira de Sá	1830
Sergey Lobov	7630
Seyyed Hamed Fouladi	10430
Huangting Wu	11461
Pao-Ann Hsiung	4720
Xuanzhen Chen	15694
Håkon Viumdal	1247
John K. Ward	14485
Jose Antonio Boluda	14631
Djordje Herceg	16256
Amirreza Zarrin Gharehkoushan	269
Anthony Alves	15376
Michele De Filippo De Grazia	5446
Tiffany Tseng	5807
Stefan Voß	19160
Ron Kimmel	16593
Ahmed Alagha	6161
Xia Wan	11863
Charles de Lacombe	16730
Iván Campaña	9326
Darren W. Branch	14605
Taehyoun Kim	16211
Ahmed H. Hassan	578
Wuhui Chen	17195
Masaaki Harada	18795
Tomás Pajdla	13832
Lei Liu	19672
Antonio Fernández-Caballero	9479
Ya Zhang	6942
Yabin Wu	8562
Dan Wang	547
Wenguang Jin	9124
Takahiro Kanno	12188
Roberto Fernandes Tavares Neto	12059
Ernestasia Siahaan	3020
Samar Tawbi	13141
Ievgeniia Gutenko	19382
Won-Seok Lee	12754
Penghua Mu	14781
Olli Pyrhönen	10635
C. Dhanamjayulu	16697
Nasir Abbas	8005
João Jacob	8852
Tom Yeh	12496
Qing Cai	10909
Gayumie Nimesha Kottage	14021
Qizhen Wang	15437
Xiaobo Shi	11330
Bobby D. Gerardo	14677
Raquel Caballero-Águila	16088
Alexander Plopski	2680
Amin Ullah	1900
Ligong Wang	19541
Jun Shiomi	5013
Nele De Schepper	1666
Daniel M. Johnson 0001	17100
Diana Dudziak	2283
Il-Oun Lee	7454
Taochang Li	12036
Valentina Zega	14416
Thierry Duval	1256
Ivan Zusik	7627
Hugo Landaluce	3102
Xinchen Lyu	8862
Andrej Dobrovoljc	19027
Amani H. Alotaibi	17334
Saqib Iqbal	1100
Shigenori Inagaki	13437
Ioannis Giannoulakis	5292
Lei Wang 0077	10865
Serge N. Demidenko	9637
Jong-Moo Kim	3209
Taha Selim Ustun	14716
Baogang Miao	6450
Yue Li	2626
Zhizhong Kan	2544
Fernando Dos Santos Barbosa	7574
Pedro S. Rodríguez-Hernández	14696
Juergen Rochol	14170
Wenan Zhou	16843
Shiho Hirayama	1914
Boliang Wang	9882
Steven X. Ding	804
Yuzuru Takamura	7369
Qirui Wang	17031
Enrique Vigueras-Santiago	2276
Bruno Crispo	18913
Carlos M. Garcia Algora	3670
Suat Yildirmaz	2093
David Alister Lowther	19154
Xiaoyu Xu	18842
Tsuyoshi Nakamura	18358
Britt M. Andersson	3395
Hua Luo	12235
Francisco Vargas-Merino	6138
Martin González	17661
Jiejunyi Liang	12136
Zongming Yuan	14275
Michal Reinstein	13258
Lídice E. Castro Jiménez	3017
Philip H. S. Torr	10471
Yan Huang	5048
Praveen Jayachandran	1375
Huankai Chen	2218
Edmund H. Linfield	538
Martin Hadrava	1072
Cristian Tanas	9608
Marco José Da Silva	17983
George Vafiadis	1949
Mu-Wook Pyeon	234
Chih-Peng Li	7073
Shafaan Khaliq Bhatti	3319
Manuel Ibarra-Arenado	3515
S. M. Mizanoor Rahman	15798
Gaetano Scarano	18774
Alejandro Cuaron	17843
Martin Doppelbauer	15853
Paolo Cristofanelli	8690
Ravi Sandhu	17551
Huajun Chen	12473
Matthew Partridge	5548
Khawla A. Alnajjar	5276
Yijie Zhou	5930
Jirí Kosinka	5004
Zhengguang Guo	2236
Natalia Komarova	12280
Sami Ben-Romdhane	6368
José Ghislain Quenum	1907
Wei Pan	17002
Shau-Shiun Jan	4424
Huibo Bi	17959
Xuming Zhang	4504
Ahmad Alzahrani	9301
J. L. Alves	19698
Nick Merrill	19907
Chow-Yen-Desmond Sim	352
Lianlian Gao	11213
Ivan Gutman	2861
Vladimir Kiriansky	17299
Siyao Fu	11286
Xuejun Li	1175
Quan Zhou	18533
Iman Nazari	2155
Anne Habermehl	1717
Ludovico Orlando Russo	7321
Jian Yuan	19649
Emre Unal	8352
Chorng Hwa Chang	11303
Jianwei Hu	13672
Yoshihiro Sakamoto	6542
Bruno Leandro Galvao Costa	3327
Juan Manuel Gutiérrez-Salgado	11789
Daria Majchrowicz	5031
Niels Stamhuis	7925
Lei Xing	3557
Zoltán Papp	8704
Anand Prakash Ruhil	4378
Baris Akgün	9998
Hyungbo Shim	19227
Ankush Vashistha	2175
María Concepción Parra-Meroño	2259
Philippe Lalanda	19283
Wen Li	18413
S. Ramkumar	15966
Jialing Mo	19563
Kevin F. Goddard	15683
X. Sun	581
Walter G. Kropatsch	12417
Ingo Sieverdingbeck	13094
Danijela Cabric	10147
Masaru Mizoguchi	11091
Khay Sun Haong	19056
Yongho Chung	18603
Daping Bi	8093
Mansour Alzuair	9813
Jared S. Ivey	16186
Luciano C. A. Pimenta	5359
Angela Barriga	15474
Hyunga Choi	17961
Kapuliyanage Chashika Chankuma	18535
Marcin Grzegorzek	3412
Jianguo Ma	8674
Frank Schnürer	18454
Siddharth Nair	283
Anders Schlichtkrull	15808
Sang Kyong Kim	2986
Kwang Suk Park	15564
Yung-Wei Chen	15609
Chiyen Kim	3201
María Hernández	5374
Qingchao Zhao	1862
Shao-Hong Qian	14043
Rein Appeldoorn	2773
Yinghao Cai	5131
Praveen Kumar Singya	16022
Israa T. Aziz	3122
Chihiro Matsui	3014
Jianmei Xu	2343
Tachporn Sanguanpuak	7312
Lars-Christoph Schmelz	6516
Karen Avila	17296
Ji-Yeon Hwang	2293
John Saffell	13153
Timmy Gambin	14746
Jonggi Hong	9024
Stefano Trapani	16898
Jun Xu 0018	6488
Christian Frøystad	7864
Dan Szafir	16985
Klara Nahrstedt	17396
David Hanson	5937
Xin Jin	13815
Rong Li	8271
Zbigniew Pilat	12205
Marc Hassenzahl	13216
Mansi Sharma	12502
Annica Kristoffersson	6513
Francesco Adinolfi	15671
Gyu-In Jee	12374
Sunhwa A. Nam	9949
Ping Yang	7297
Thomas Dykes	4464
Peng Huang	8836
Jessica Schroeder	3249
Qiang Cheng	7785
Fernando Losilla	17984
Muhammad Tariq	19313
Melike Aydogan	13161
Xiaomin Wang	8507
Carolina Gabarro	9770
Meng Hu	12191
Gabriella Gigante	11014
Jian Lu	18796
José E. E. Izquierdo	2572
Jae-Joon Kim	7698
June-Hee Lee	17698
Abdallah Ali Zainelabden Abdallah Ibrahim	21
James V. Krogmeier	9334
Ningjun Ruan	2671
Guiyang Xin	4807
Oian Xiong	396
Chunjie Zhou	1777
Qian Wang	4172
Dong Xie	3880
Jitendra Malik	11119
Sandeep Hans	8936
Detmar Kolijn	17676
Shaoning Li	17032
Yongqiang Feng	17625
Hui Lin	19169
Her-Terng Yau	7172
Jili Tao	1758
Tomoo Sumida	1114
James Quinn	7293
Alain Vande Wouwer	7446
Jorge Perez-Velasco	500
Lei Lei 0003	16491
Xiuhui Peng	2776
Yuhui Gao	9863
Siddharth Prasad	897
Khair Al Shamaileh	12497
Jorge Othón Esparza-Jiménez	5563
Merav Parter	19875
Yun-Su Chung	9072
Pin-Hsuan Chen	13533
Junya Nakamura	8956
Predrag Vojislav Pejovia	12982
Oussama Meski	6773
Mikhail Gerasimenko	4300
J. Klutto Milleth	18357
Joachim Denil	5752
J. Christopher Love	1873
Timm Schoening	11201
Changqing Zou	10418
Greg P. Timms	9961
Mark Callaghan	11403
Zhongyu Li	4507
Gaetano Scarano	9132
Jie Zhang 0034	3259
Guang-Qiong Xia	1641
Zhixin Yu	253
Giovanni Danese	12231
Jun Yan 0005	5913
Ruipeng Chen	8429
Alessandro Malschitzky	13597
Vladi Kolici	10304
Koichi Hashimoto	13880
Yao Qin	16743
Yongling Fu	6139
Ramesh Karri	5466
Xia Liu	13965
Ayush Agrawal	15568
Sheldon S. Williamson	16198
Seungki Ryu	4088
Luigi Coppolino	17942
Elaheh Yadegaridehkordi	18866
Luis F. Capitán-Vallvey	9950
Michele De Donno	12471
Juncai Song	12413
Weiyuan Pan	6540
Omar Manasreh	8856
Jingyu Hou	1403
Joachim Böcker	17073
Yutaka Ishibashi	5268
Farzad Foroutan	19888
Stelios Timotheou	6105
Jiahua Tang	1275
Hagit Peretz-Soroka	19827
Ruben Balcazar	5265
Mario Trejo Perea	4216
Michele Scarpiniti	16564
Alfredo Pironti 0002	5197
Zhipeng Wang	16176
Adnan Ahmed Khan	4968
Mahmoud Paripour	15604
Wensong Li	16290
José Francisco Algorri	13559
Zhiduo Sun	18906
M. Elif Karsligil	5993
Charilaos Papadopoulos	8087
Emily Chan	12871
Debjyoti Banerjee	5389
Panayotis G. Cottis	17913
Amin Gholizad	9148
In-Joo Kim	16022
Jiuchun Jiang	17197
Ryutaroh Matsumoto	18978
Kazunari Furuya	10318
Luis M. Camarinha-Matos	1848
Ali Gandomkar	8895
Huizhang Shi	1609
Hugo Jenks	305
Wei-Ling Chen	7716
Zhihui Shu	14448
Anders Bentien	17425
Saeed Mohajeryami	8571
M. López García	18733
Behzad Sajadi	12199
Congfeng Jiang	8256
Chenyin Zhao	12898
Alan Hanjalic	9185
Claudio Ferreira Dias	2789
Ibrahim Abaker Targio Hashem	14716
V. Kalaichelvi	7086
Xianyi Shi	1399
Herbert Sighart	18517
Congjie Yang	5792
Keng-Weng Lao	13051
Christian Hofmann	244
Jingjing Li	2681
Ahmed Refaey	17234
Francesco Cutugno	1957
Gerd Wessolek	3260
Myungho Lee	3520
Wolfgang Beer	11878
Attila Barsi	11945
Keshav Sood	13714
Bo Lan	885
Mikel Zabaleta	3886
Ka Chung Lee	12295
G. Akhil	11783
Dirk Wübben	343
Jaegyu Jang	1767
Dehong Xu	3030
Eija Honkavaara	19485
Constantino M. Lagoa	6548
Jamal Ouarzazi	3352
Mohamad Omar Al Kalaa	7249
Min Xie 0001	697
Giampaolo Ferraioli	18356
Nurul Aini Bani	551
Ryo Suzuki	7287
Moustafa Adly	6892
Weijun Ma	1299
Arvind Arasu	9328
Qingdong Liu	8978
Samantha Melani	1850
Michel Picard	6978
M. Aleroev	2906
Victor Reyes Osorio	4623
J. Christopher Love	12011
Sofiane Ghenna	3641
Arafat Mohammed Rashad Al-Dhaqm	17890
Baseem Khan	10847
Siyuan Cheng	12573
Geoffry Laufersky	17941
Viet Quoc Leu	8447
Jinji Sun	2923
Franco Mazzenga	17739
Jiri Hromadka	13417
Jungho Yoon	13810
Sébastien Gallois-Garreignot	12947
Mattia Monga	16597
Faustino Wahaia	3986
Min Bao	219
Divyank Barnwal	6553
Stefano Poni	8518
Maureen Schoonheyt	12772
Jong-Ha Lee	8862
José Jordán	7198
Mendel Broekhuijsen	1255
Yiping Lu	3192
John Canning	1646
José Trinidad Guillen Bonilla	2757
